participant,subj_idx,.draw,beta
60e46e6f6bc0c2cdf5d077ce,1,32,2.2178695985313066
60e46e6f6bc0c2cdf5d077ce,1,33,2.5294909633515026
60e46e6f6bc0c2cdf5d077ce,1,34,2.0696745029516372
60e46e6f6bc0c2cdf5d077ce,1,35,2.308688840088035
60e46e6f6bc0c2cdf5d077ce,1,36,1.8567006561724595
60e46e6f6bc0c2cdf5d077ce,1,37,2.1357348104172997
60e46e6f6bc0c2cdf5d077ce,1,38,2.4062954204218174
60e46e6f6bc0c2cdf5d077ce,1,39,2.2683123573361104
60e46e6f6bc0c2cdf5d077ce,1,40,2.1527523343481247
60e46e6f6bc0c2cdf5d077ce,1,41,2.809522501815045
60e46e6f6bc0c2cdf5d077ce,1,42,2.2075181386541667
60e46e6f6bc0c2cdf5d077ce,1,43,2.026858010894903
60e46e6f6bc0c2cdf5d077ce,1,44,2.6405665569923484
60e46e6f6bc0c2cdf5d077ce,1,45,2.9825717310349305
60e46e6f6bc0c2cdf5d077ce,1,46,2.682642139064877
60e46e6f6bc0c2cdf5d077ce,1,47,2.4935235402663136
60e46e6f6bc0c2cdf5d077ce,1,48,2.888680179576406
60e46e6f6bc0c2cdf5d077ce,1,49,1.8579553080047875
60e46e6f6bc0c2cdf5d077ce,1,50,1.5290433142044462
60e46e6f6bc0c2cdf5d077ce,1,51,1.7244324739534918
60e46e6f6bc0c2cdf5d077ce,1,52,1.8604232927468747
60e46e6f6bc0c2cdf5d077ce,1,53,2.586791062173798
60e46e6f6bc0c2cdf5d077ce,1,54,2.416765972959507
60e46e6f6bc0c2cdf5d077ce,1,55,2.3505365300538057
60e46e6f6bc0c2cdf5d077ce,1,56,2.160592893817371
60e46e6f6bc0c2cdf5d077ce,1,57,2.272845205332902
60e46e6f6bc0c2cdf5d077ce,1,58,2.680325032633143
60e46e6f6bc0c2cdf5d077ce,1,59,2.15731420961534
60e46e6f6bc0c2cdf5d077ce,1,60,1.505474490172833
60e46e6f6bc0c2cdf5d077ce,1,61,1.7935699250011257
60e46e6f6bc0c2cdf5d077ce,1,62,3.000147589733955
60e46e6f6bc0c2cdf5d077ce,1,63,2.9042625665373993
60e46e6f6bc0c2cdf5d077ce,1,64,1.8388100834211714
60e46e6f6bc0c2cdf5d077ce,1,65,1.4512001985237513
60e46e6f6bc0c2cdf5d077ce,1,66,1.442542893728586
60e46e6f6bc0c2cdf5d077ce,1,67,2.190318380129688
60e46e6f6bc0c2cdf5d077ce,1,68,2.0663298219512183
60e46e6f6bc0c2cdf5d077ce,1,69,3.0899315005320265
60e46e6f6bc0c2cdf5d077ce,1,70,1.555504889540443
60e46e6f6bc0c2cdf5d077ce,1,71,2.9090944485757317
60e46e6f6bc0c2cdf5d077ce,1,72,2.2723165640375997
60e46e6f6bc0c2cdf5d077ce,1,73,2.2365338373616415
60e46e6f6bc0c2cdf5d077ce,1,74,2.2252208081944773
60e46e6f6bc0c2cdf5d077ce,1,75,1.876047618473561
60e46e6f6bc0c2cdf5d077ce,1,76,1.84144226600172
60e46e6f6bc0c2cdf5d077ce,1,77,2.269708412540566
60e46e6f6bc0c2cdf5d077ce,1,78,2.6415133020889536
60e46e6f6bc0c2cdf5d077ce,1,79,3.5599700085718533
60e46e6f6bc0c2cdf5d077ce,1,80,2.3824361603777633
60e46e6f6bc0c2cdf5d077ce,1,81,2.520525720334994
60e46e6f6bc0c2cdf5d077ce,1,82,2.8966547772937865
60e46e6f6bc0c2cdf5d077ce,1,83,2.5543913317372016
60e46e6f6bc0c2cdf5d077ce,1,84,2.4817007362035284
60e46e6f6bc0c2cdf5d077ce,1,85,3.2561687667873964
60e46e6f6bc0c2cdf5d077ce,1,86,1.9721687532542345
60e46e6f6bc0c2cdf5d077ce,1,87,1.530656276392471
60e46e6f6bc0c2cdf5d077ce,1,88,2.186020551272362
60e46e6f6bc0c2cdf5d077ce,1,89,2.119581703409685
60e46e6f6bc0c2cdf5d077ce,1,90,3.012281501317905
60e46e6f6bc0c2cdf5d077ce,1,91,1.7551879865328204
60e46e6f6bc0c2cdf5d077ce,1,92,2.213969667715814
60e46e6f6bc0c2cdf5d077ce,1,93,2.4340922568942007
60e46e6f6bc0c2cdf5d077ce,1,94,3.2002187172824246
60e46e6f6bc0c2cdf5d077ce,1,95,2.516484131234661
60e46e6f6bc0c2cdf5d077ce,1,96,3.353844297024267
60e46e6f6bc0c2cdf5d077ce,1,97,1.644362981876734
60e46e6f6bc0c2cdf5d077ce,1,98,2.1639009116134513
60e46e6f6bc0c2cdf5d077ce,1,99,2.671655274824203
60e46e6f6bc0c2cdf5d077ce,1,100,2.2407209282499743
60e46e6f6bc0c2cdf5d077ce,1,101,1.6122521282225575
60e46e6f6bc0c2cdf5d077ce,1,102,2.0565313779513232
60e46e6f6bc0c2cdf5d077ce,1,103,2.351571446763599
60e46e6f6bc0c2cdf5d077ce,1,104,2.7651953977461203
60e46e6f6bc0c2cdf5d077ce,1,105,2.0151279633989345
60e46e6f6bc0c2cdf5d077ce,1,106,2.389494299799615
60e46e6f6bc0c2cdf5d077ce,1,107,2.38972869754518
60e46e6f6bc0c2cdf5d077ce,1,108,2.720592355045234
60e46e6f6bc0c2cdf5d077ce,1,109,2.266679371788264
60e46e6f6bc0c2cdf5d077ce,1,110,1.893069190704261
60e46e6f6bc0c2cdf5d077ce,1,111,2.287817179456249
60e46e6f6bc0c2cdf5d077ce,1,112,2.1836983650965878
60e46e6f6bc0c2cdf5d077ce,1,113,3.2156431604046323
60e46e6f6bc0c2cdf5d077ce,1,114,2.012282044234267
60e46e6f6bc0c2cdf5d077ce,1,115,3.1794181970037485
60e46e6f6bc0c2cdf5d077ce,1,116,1.9271106093884112
60e46e6f6bc0c2cdf5d077ce,1,117,2.0714976280565205
60e46e6f6bc0c2cdf5d077ce,1,118,2.2175735782400703
60e46e6f6bc0c2cdf5d077ce,1,119,2.3240316022378193
60e46e6f6bc0c2cdf5d077ce,1,120,3.125561649675069
60e46e6f6bc0c2cdf5d077ce,1,121,2.074094152197447
60e46e6f6bc0c2cdf5d077ce,1,122,3.2757285304950545
60e46e6f6bc0c2cdf5d077ce,1,123,3.0870547148378735
60e46e6f6bc0c2cdf5d077ce,1,124,1.6894394865573468
60e46e6f6bc0c2cdf5d077ce,1,125,2.1574683740450036
60e46e6f6bc0c2cdf5d077ce,1,126,2.791162407323476
60e46e6f6bc0c2cdf5d077ce,1,127,2.637094179907392
60e46e6f6bc0c2cdf5d077ce,1,128,2.307450253537291
60e46e6f6bc0c2cdf5d077ce,1,129,1.9995503230381702
60e46e6f6bc0c2cdf5d077ce,1,130,2.7709503257022376
60e46e6f6bc0c2cdf5d077ce,1,131,2.6975810950494896
60e46e6f6bc0c2cdf5d077ce,1,132,1.0785642934011412
60e46e6f6bc0c2cdf5d077ce,1,133,3.443879476408817
60e46e6f6bc0c2cdf5d077ce,1,134,2.3622729518596324
60e46e6f6bc0c2cdf5d077ce,1,135,2.5095527305361447
60e46e6f6bc0c2cdf5d077ce,1,136,2.8402653304200793
60e46e6f6bc0c2cdf5d077ce,1,137,3.0614825957645366
60e46e6f6bc0c2cdf5d077ce,1,138,2.8334171381536177
60e46e6f6bc0c2cdf5d077ce,1,139,3.189028122850825
60e46e6f6bc0c2cdf5d077ce,1,140,1.6932739643906225
60e46e6f6bc0c2cdf5d077ce,1,141,2.7595871893957726
60e46e6f6bc0c2cdf5d077ce,1,142,2.1675388090069214
60e46e6f6bc0c2cdf5d077ce,1,143,2.9391258188422076
60e46e6f6bc0c2cdf5d077ce,1,144,2.5692105583970895
60e46e6f6bc0c2cdf5d077ce,1,145,2.6738011719683863
60e46e6f6bc0c2cdf5d077ce,1,146,1.5050916638129876
60e46e6f6bc0c2cdf5d077ce,1,147,2.376073610439737
60e46e6f6bc0c2cdf5d077ce,1,148,2.2059384500823525
60e46e6f6bc0c2cdf5d077ce,1,149,2.2952720775263518
60e46e6f6bc0c2cdf5d077ce,1,150,2.3009905459911515
60e46e6f6bc0c2cdf5d077ce,1,151,2.1721456790000166
60e46e6f6bc0c2cdf5d077ce,1,152,2.7318472928589514
60e46e6f6bc0c2cdf5d077ce,1,153,1.9463890886685196
60e46e6f6bc0c2cdf5d077ce,1,154,1.898253637619163
60e46e6f6bc0c2cdf5d077ce,1,155,2.3032452521068345
60e46e6f6bc0c2cdf5d077ce,1,156,1.9933663738188512
60e46e6f6bc0c2cdf5d077ce,1,157,1.99079975507131
60e46e6f6bc0c2cdf5d077ce,1,158,2.1094208432966317
60e46e6f6bc0c2cdf5d077ce,1,159,2.630372554968117
60e46e6f6bc0c2cdf5d077ce,1,160,2.8045068063306715
60e46e6f6bc0c2cdf5d077ce,1,161,2.204815158065953
60e46e6f6bc0c2cdf5d077ce,1,162,2.5371314281551727
60e46e6f6bc0c2cdf5d077ce,1,163,2.3171971368943503
60e46e6f6bc0c2cdf5d077ce,1,164,2.136674882531353
60e46e6f6bc0c2cdf5d077ce,1,165,2.123702414503268
60e46e6f6bc0c2cdf5d077ce,1,166,1.6855241367708818
60e46e6f6bc0c2cdf5d077ce,1,167,1.6313371397254672
60e46e6f6bc0c2cdf5d077ce,1,168,2.5039646593649767
60e46e6f6bc0c2cdf5d077ce,1,169,2.0053875318099768
60e46e6f6bc0c2cdf5d077ce,1,170,3.911507615452118
60e46e6f6bc0c2cdf5d077ce,1,171,2.1727037240814013
60e46e6f6bc0c2cdf5d077ce,1,172,1.9533514643577425
60e46e6f6bc0c2cdf5d077ce,1,173,2.5028136785251025
60e46e6f6bc0c2cdf5d077ce,1,174,2.071386935790928
60e46e6f6bc0c2cdf5d077ce,1,175,2.001681777961997
60e46e6f6bc0c2cdf5d077ce,1,176,1.5081123669772225
60e46e6f6bc0c2cdf5d077ce,1,177,3.028099977642336
60e46e6f6bc0c2cdf5d077ce,1,178,2.6791445599106654
60e46e6f6bc0c2cdf5d077ce,1,179,2.9560237171870067
60e46e6f6bc0c2cdf5d077ce,1,180,2.5182522876305056
60e46e6f6bc0c2cdf5d077ce,1,181,1.8838516253885258
60e46e6f6bc0c2cdf5d077ce,1,182,3.2633625111602993
60e46e6f6bc0c2cdf5d077ce,1,183,2.7403661276160265
60e46e6f6bc0c2cdf5d077ce,1,184,1.8571108776219782
60e46e6f6bc0c2cdf5d077ce,1,185,4.255316074050837
60e46e6f6bc0c2cdf5d077ce,1,186,2.7863426770883395
60e46e6f6bc0c2cdf5d077ce,1,187,1.7786027729160028
60e46e6f6bc0c2cdf5d077ce,1,188,2.539360443091576
60e46e6f6bc0c2cdf5d077ce,1,189,1.5584377168627215
60e46e6f6bc0c2cdf5d077ce,1,190,2.3828496830291823
60e46e6f6bc0c2cdf5d077ce,1,191,2.1118876639990423
60e46e6f6bc0c2cdf5d077ce,1,192,2.152834882639925
60e46e6f6bc0c2cdf5d077ce,1,193,1.8391720785207806
60e46e6f6bc0c2cdf5d077ce,1,194,2.4965581239139194
60e46e6f6bc0c2cdf5d077ce,1,195,2.3805675839268035
60e46e6f6bc0c2cdf5d077ce,1,196,1.962483557490593
60e46e6f6bc0c2cdf5d077ce,1,197,1.934966892579281
60e46e6f6bc0c2cdf5d077ce,1,198,2.07958120964753
60e46e6f6bc0c2cdf5d077ce,1,199,2.9181961749224183
60e46e6f6bc0c2cdf5d077ce,1,200,3.05455086548041
60e46e6f6bc0c2cdf5d077ce,1,201,2.004776524509908
60e46e6f6bc0c2cdf5d077ce,1,202,1.9813979723968338
60e46e6f6bc0c2cdf5d077ce,1,203,3.3420296657323822
60e46e6f6bc0c2cdf5d077ce,1,204,1.9905222110527077
60e46e6f6bc0c2cdf5d077ce,1,205,2.047631305348715
60e46e6f6bc0c2cdf5d077ce,1,206,3.589861407238364
60e46e6f6bc0c2cdf5d077ce,1,207,1.8071509085086195
60e46e6f6bc0c2cdf5d077ce,1,208,1.5690803846785764
60e46e6f6bc0c2cdf5d077ce,1,209,1.7804369766666812
60e46e6f6bc0c2cdf5d077ce,1,210,2.065265612271853
60e46e6f6bc0c2cdf5d077ce,1,211,2.6933618541032285
60e46e6f6bc0c2cdf5d077ce,1,212,2.127505425307549
60e46e6f6bc0c2cdf5d077ce,1,213,1.902601384130901
60e46e6f6bc0c2cdf5d077ce,1,214,2.4330370121648377
60e46e6f6bc0c2cdf5d077ce,1,215,2.054973384825202
60e46e6f6bc0c2cdf5d077ce,1,216,1.9739499475312463
60e46e6f6bc0c2cdf5d077ce,1,217,2.0693122553034335
60e46e6f6bc0c2cdf5d077ce,1,218,1.3685869455805244
60e46e6f6bc0c2cdf5d077ce,1,219,2.6179288165240533
60e46e6f6bc0c2cdf5d077ce,1,220,2.154388010709659
60e46e6f6bc0c2cdf5d077ce,1,221,2.1755538252491506
60e46e6f6bc0c2cdf5d077ce,1,222,1.4851565742353796
60e46e6f6bc0c2cdf5d077ce,1,223,1.4747132042314477
60e46e6f6bc0c2cdf5d077ce,1,224,2.8200576488063587
60e46e6f6bc0c2cdf5d077ce,1,225,2.3227135888995933
60e46e6f6bc0c2cdf5d077ce,1,226,2.3525934683524996
60e46e6f6bc0c2cdf5d077ce,1,227,2.946064758530472
60e46e6f6bc0c2cdf5d077ce,1,228,1.902825617478331
60e46e6f6bc0c2cdf5d077ce,1,229,1.938590049194756
60e46e6f6bc0c2cdf5d077ce,1,230,2.516694308791099
60e46e6f6bc0c2cdf5d077ce,1,231,3.5864066690947802
60e46e6f6bc0c2cdf5d077ce,1,232,1.789982090073301
60e46e6f6bc0c2cdf5d077ce,1,233,2.8048422527134416
60e46e6f6bc0c2cdf5d077ce,1,234,3.091059219535849
60e46e6f6bc0c2cdf5d077ce,1,235,3.2885925783228314
60e46e6f6bc0c2cdf5d077ce,1,236,1.3546323321495062
60e46e6f6bc0c2cdf5d077ce,1,237,2.790192123383606
60e46e6f6bc0c2cdf5d077ce,1,238,1.6374300099637584
60e46e6f6bc0c2cdf5d077ce,1,239,1.7333918546688123
60e46e6f6bc0c2cdf5d077ce,1,240,3.0149066852100064
60e46e6f6bc0c2cdf5d077ce,1,241,2.5833443288808358
60e46e6f6bc0c2cdf5d077ce,1,242,2.6737625426483045
60e46e6f6bc0c2cdf5d077ce,1,243,2.3059174927008694
60e46e6f6bc0c2cdf5d077ce,1,244,2.0173840901427504
60e46e6f6bc0c2cdf5d077ce,1,245,2.8134673106804002
60e46e6f6bc0c2cdf5d077ce,1,246,2.3326892040131675
60e46e6f6bc0c2cdf5d077ce,1,247,2.103580015617163
60e46e6f6bc0c2cdf5d077ce,1,248,2.473519156730681
60e46e6f6bc0c2cdf5d077ce,1,249,3.2452959793834144
60e46e6f6bc0c2cdf5d077ce,1,250,2.3591791226173675
60e46e6f6bc0c2cdf5d077ce,1,251,2.822436930137215
60e46e6f6bc0c2cdf5d077ce,1,252,2.2711325864519107
60e46e6f6bc0c2cdf5d077ce,1,253,1.9887907676741863
60e46e6f6bc0c2cdf5d077ce,1,254,2.611513436608024
60e46e6f6bc0c2cdf5d077ce,1,255,2.3940236532111028
60e46e6f6bc0c2cdf5d077ce,1,256,1.9050850223639881
60e46e6f6bc0c2cdf5d077ce,1,257,2.6654020362056867
60e46e6f6bc0c2cdf5d077ce,1,258,1.8972626032050992
60e46e6f6bc0c2cdf5d077ce,1,259,3.0758835223636813
60e46e6f6bc0c2cdf5d077ce,1,260,1.2374036670549218
60e46e6f6bc0c2cdf5d077ce,1,261,5.024557973424892
60e46e6f6bc0c2cdf5d077ce,1,262,3.2565386832387064
60e46e6f6bc0c2cdf5d077ce,1,263,2.7622172648704026
60e46e6f6bc0c2cdf5d077ce,1,264,2.0038194210738864
60e46e6f6bc0c2cdf5d077ce,1,265,2.8631420976335464
60e46e6f6bc0c2cdf5d077ce,1,266,2.6635686259570845
60e46e6f6bc0c2cdf5d077ce,1,267,3.3206780622841086
60e46e6f6bc0c2cdf5d077ce,1,268,1.9381559848882342
60e46e6f6bc0c2cdf5d077ce,1,269,2.6992530282252045
60e46e6f6bc0c2cdf5d077ce,1,270,2.4259959604672043
60e46e6f6bc0c2cdf5d077ce,1,271,1.6219955308131806
60e46e6f6bc0c2cdf5d077ce,1,272,1.4986449138218048
60e46e6f6bc0c2cdf5d077ce,1,273,1.3531865528327525
60e46e6f6bc0c2cdf5d077ce,1,274,2.6549621058071673
60e46e6f6bc0c2cdf5d077ce,1,275,3.188757425997287
60e46e6f6bc0c2cdf5d077ce,1,276,3.06619747563672
60e46e6f6bc0c2cdf5d077ce,1,277,1.7838038644005698
60e46e6f6bc0c2cdf5d077ce,1,278,2.6735356965341586
60e46e6f6bc0c2cdf5d077ce,1,279,3.2244655298005434
60e46e6f6bc0c2cdf5d077ce,1,280,1.9099344061895174
60e46e6f6bc0c2cdf5d077ce,1,281,2.1489303824460144
60e46e6f6bc0c2cdf5d077ce,1,282,1.7394205583166047
60e46e6f6bc0c2cdf5d077ce,1,283,2.9149270557763227
60e46e6f6bc0c2cdf5d077ce,1,284,1.5003609896419718
60e46e6f6bc0c2cdf5d077ce,1,285,2.410480405860541
60e46e6f6bc0c2cdf5d077ce,1,286,2.44075295647375
60e46e6f6bc0c2cdf5d077ce,1,287,2.24337471010113
60e46e6f6bc0c2cdf5d077ce,1,288,2.4239080890626234
60e46e6f6bc0c2cdf5d077ce,1,289,2.027597698723141
60e46e6f6bc0c2cdf5d077ce,1,290,2.3592769466310357
60e46e6f6bc0c2cdf5d077ce,1,291,1.8470707464488754
60e46e6f6bc0c2cdf5d077ce,1,292,2.558254110920197
60e46e6f6bc0c2cdf5d077ce,1,293,1.9448016464399474
60e46e6f6bc0c2cdf5d077ce,1,294,2.405244537376057
60e46e6f6bc0c2cdf5d077ce,1,295,1.4357304064935765
60e46e6f6bc0c2cdf5d077ce,1,296,2.810046150765932
60e46e6f6bc0c2cdf5d077ce,1,297,2.041216811527948
60e46e6f6bc0c2cdf5d077ce,1,298,2.462807158047458
60e46e6f6bc0c2cdf5d077ce,1,299,2.1753318075713035
60e46e6f6bc0c2cdf5d077ce,1,300,2.715548772395864
60e46e6f6bc0c2cdf5d077ce,1,301,1.3274680878492384
60e46e6f6bc0c2cdf5d077ce,1,302,2.397821713918586
60e46e6f6bc0c2cdf5d077ce,1,303,3.7787701854137294
60e46e6f6bc0c2cdf5d077ce,1,304,1.8260586264367196
60e46e6f6bc0c2cdf5d077ce,1,305,1.5944953724692779
60e46e6f6bc0c2cdf5d077ce,1,306,2.051686840269502
60e46e6f6bc0c2cdf5d077ce,1,307,2.1538025536484646
60e46e6f6bc0c2cdf5d077ce,1,308,2.6672740241297856
60e46e6f6bc0c2cdf5d077ce,1,309,1.9684683127106308
60e46e6f6bc0c2cdf5d077ce,1,310,2.4373053764675547
60e46e6f6bc0c2cdf5d077ce,1,311,2.9952317000708573
60e46e6f6bc0c2cdf5d077ce,1,312,2.0613679492805566
60e46e6f6bc0c2cdf5d077ce,1,313,2.7679750227176836
60e46e6f6bc0c2cdf5d077ce,1,314,2.4451923076327713
60e46e6f6bc0c2cdf5d077ce,1,315,2.2334582394913975
60e46e6f6bc0c2cdf5d077ce,1,316,1.8909874305200423
60e46e6f6bc0c2cdf5d077ce,1,317,1.8982769363680927
60e46e6f6bc0c2cdf5d077ce,1,318,2.0954737316130037
60e46e6f6bc0c2cdf5d077ce,1,319,3.3450157973139034
60e46e6f6bc0c2cdf5d077ce,1,320,2.129590709513201
60e46e6f6bc0c2cdf5d077ce,1,321,1.7331844041105606
60e46e6f6bc0c2cdf5d077ce,1,322,1.345766346872395
60e46e6f6bc0c2cdf5d077ce,1,323,2.1147619467774557
60e46e6f6bc0c2cdf5d077ce,1,324,2.2351494083809533
60e46e6f6bc0c2cdf5d077ce,1,325,2.610837610925383
60e46e6f6bc0c2cdf5d077ce,1,326,2.450066393106574
60e46e6f6bc0c2cdf5d077ce,1,327,2.5470204916638033
60e46e6f6bc0c2cdf5d077ce,1,328,1.9506679053327347
60e46e6f6bc0c2cdf5d077ce,1,329,2.7362092893673613
60e46e6f6bc0c2cdf5d077ce,1,330,2.484572449301989
60e46e6f6bc0c2cdf5d077ce,1,331,1.851465306145434
60e46e6f6bc0c2cdf5d077ce,1,332,2.710247449793627
60e46e6f6bc0c2cdf5d077ce,1,333,1.9991609913301767
60e46e6f6bc0c2cdf5d077ce,1,334,1.7130039989199204
60e46e6f6bc0c2cdf5d077ce,1,335,2.2209234005074245
60e46e6f6bc0c2cdf5d077ce,1,336,2.338568434880243
60e46e6f6bc0c2cdf5d077ce,1,337,1.6880105459984611
60e46e6f6bc0c2cdf5d077ce,1,338,2.4708692571586788
60e46e6f6bc0c2cdf5d077ce,1,339,2.2972412897945906
60e46e6f6bc0c2cdf5d077ce,1,340,1.9079131160324523
60e46e6f6bc0c2cdf5d077ce,1,341,2.079334704736433
60e46e6f6bc0c2cdf5d077ce,1,342,1.9103822845117175
60e46e6f6bc0c2cdf5d077ce,1,343,2.793968865794108
60e46e6f6bc0c2cdf5d077ce,1,344,3.1409705339995493
60e46e6f6bc0c2cdf5d077ce,1,345,1.174701353770318
60e46e6f6bc0c2cdf5d077ce,1,346,3.107398604262544
60e46e6f6bc0c2cdf5d077ce,1,347,2.928531541466567
60e46e6f6bc0c2cdf5d077ce,1,348,1.9329851054594474
60e46e6f6bc0c2cdf5d077ce,1,349,1.9635076442004944
60e46e6f6bc0c2cdf5d077ce,1,350,3.246228092556654
60e46e6f6bc0c2cdf5d077ce,1,351,4.179327184249101
60e46e6f6bc0c2cdf5d077ce,1,352,2.641797603636519
60e46e6f6bc0c2cdf5d077ce,1,353,2.2549549691647774
60e46e6f6bc0c2cdf5d077ce,1,354,2.909046574081562
60e46e6f6bc0c2cdf5d077ce,1,355,1.9897808316214394
60e46e6f6bc0c2cdf5d077ce,1,356,2.4311387055257185
60e46e6f6bc0c2cdf5d077ce,1,357,2.419982085415816
60e46e6f6bc0c2cdf5d077ce,1,358,2.4008054162665706
60e46e6f6bc0c2cdf5d077ce,1,359,2.7245271657095356
60e46e6f6bc0c2cdf5d077ce,1,360,2.731167679279334
60e46e6f6bc0c2cdf5d077ce,1,361,3.5304648804030907
60e46e6f6bc0c2cdf5d077ce,1,362,2.4624527733345727
60e46e6f6bc0c2cdf5d077ce,1,363,2.383606085298929
60e46e6f6bc0c2cdf5d077ce,1,364,2.2270778345689988
60e46e6f6bc0c2cdf5d077ce,1,365,1.41156716688482
60e46e6f6bc0c2cdf5d077ce,1,366,2.929617148932069
60e46e6f6bc0c2cdf5d077ce,1,367,2.016233480891913
60e46e6f6bc0c2cdf5d077ce,1,368,1.6972376855499556
60e46e6f6bc0c2cdf5d077ce,1,369,1.4723559468613638
60e46e6f6bc0c2cdf5d077ce,1,370,1.7914777445942622
60e46e6f6bc0c2cdf5d077ce,1,371,3.118148412770635
60e46e6f6bc0c2cdf5d077ce,1,372,2.7478457342478317
60e46e6f6bc0c2cdf5d077ce,1,373,2.75165294544894
60e46e6f6bc0c2cdf5d077ce,1,374,1.3028362338590356
60e46e6f6bc0c2cdf5d077ce,1,375,2.296037090166697
60e46e6f6bc0c2cdf5d077ce,1,376,1.9439601228219168
60e46e6f6bc0c2cdf5d077ce,1,377,2.28039548334396
60e46e6f6bc0c2cdf5d077ce,1,378,2.488297913436768
60e46e6f6bc0c2cdf5d077ce,1,379,1.8277167072693628
60e46e6f6bc0c2cdf5d077ce,1,380,2.476757993182501
60e46e6f6bc0c2cdf5d077ce,1,381,2.2976121315791915
60e46e6f6bc0c2cdf5d077ce,1,382,2.00463220117272
60e46e6f6bc0c2cdf5d077ce,1,383,2.904909398526525
60e46e6f6bc0c2cdf5d077ce,1,384,2.337940369243244
60e46e6f6bc0c2cdf5d077ce,1,385,3.9014559215610447
60e46e6f6bc0c2cdf5d077ce,1,386,2.860577248187045
60e46e6f6bc0c2cdf5d077ce,1,387,2.105698068597364
60e46e6f6bc0c2cdf5d077ce,1,388,1.061961975616854
60e46e6f6bc0c2cdf5d077ce,1,389,1.7010217829255327
60e46e6f6bc0c2cdf5d077ce,1,390,2.1971372017189648
60e46e6f6bc0c2cdf5d077ce,1,391,2.3431322936586287
60e46e6f6bc0c2cdf5d077ce,1,392,3.220175326653573
60e46e6f6bc0c2cdf5d077ce,1,393,2.0942373645762054
60e46e6f6bc0c2cdf5d077ce,1,394,1.5903035460966692
60e46e6f6bc0c2cdf5d077ce,1,395,2.0287554631778972
60e46e6f6bc0c2cdf5d077ce,1,396,2.7647582321198656
60e46e6f6bc0c2cdf5d077ce,1,397,2.5663671746762606
60e46e6f6bc0c2cdf5d077ce,1,398,2.2050339431427814
60e46e6f6bc0c2cdf5d077ce,1,399,2.3903567105693275
60e46e6f6bc0c2cdf5d077ce,1,400,2.8220503246692017
60e46e6f6bc0c2cdf5d077ce,1,401,2.296851453037089
60e46e6f6bc0c2cdf5d077ce,1,402,2.145404453374134
60e46e6f6bc0c2cdf5d077ce,1,403,2.880114363928186
60e46e6f6bc0c2cdf5d077ce,1,404,2.3872208247714615
60e46e6f6bc0c2cdf5d077ce,1,405,2.1377347515689924
60e46e6f6bc0c2cdf5d077ce,1,406,2.565923968876033
60e46e6f6bc0c2cdf5d077ce,1,407,2.3985121743881903
60e46e6f6bc0c2cdf5d077ce,1,408,3.1866710996108227
60e46e6f6bc0c2cdf5d077ce,1,409,2.5284907070077463
60e46e6f6bc0c2cdf5d077ce,1,410,2.3164642916394707
60e46e6f6bc0c2cdf5d077ce,1,411,2.3610734878158013
60e46e6f6bc0c2cdf5d077ce,1,412,3.1800493609285416
60e46e6f6bc0c2cdf5d077ce,1,413,1.914590456459141
60e46e6f6bc0c2cdf5d077ce,1,414,1.9978272581512724
60e46e6f6bc0c2cdf5d077ce,1,415,3.299416782023763
