alpha_mu,beta_mu,alpha_sigma,beta_sigma
-0.9508280623077315,1.4069402378820215,1.4385877326490102,2.102646357378778
-0.7082644387403103,0.6384688944285402,1.1668204748298063,1.9347916006914418
-0.7470391579813949,1.072107612426567,1.04085423621918,1.3747900768546781
-1.0077394069439396,0.5293783301761033,1.253615912004312,1.7852178741802076
-0.9668355962622848,0.28801645505476353,1.2516526149467375,1.7235054850565037
-1.0493951130217483,0.6539607313662839,1.020048793034778,1.6123340907799215
-1.0775045813405715,0.4349862318157907,1.4778552660423856,2.1957187691958766
-0.4781653783016645,0.6685935858942308,1.0427005731271706,1.50678277791167
-0.7699970673947149,1.55888665153573,1.2400848124929436,2.1028960336239177
-0.1115766772640656,0.5658703521882378,1.9017173146384883,2.5107821969846937
-0.3334610011319078,0.8642800944893619,1.3396078499969528,1.7405740399173029
-0.9886991679361988,0.9407953366953726,1.0334265540889103,1.9538014482075756
-0.24781247777699933,0.7004304820097439,1.0854058868052308,2.094252234590487
-0.5438388410366819,0.8411768729169494,1.4302550430724739,1.4758190952814012
-0.5282057062469686,0.447137523164579,1.3427989623117547,2.283050882338015
-0.877842658519966,0.9538210642530339,0.9504706327676101,1.5690046675376887
-0.8038734912086278,0.7939185465738894,1.3332287748419018,2.462277869206646
-1.1445307117395007,1.0312211037199563,1.60922487966182,1.8521231448396793
-0.6599875726239628,0.7716823950497244,1.2558567129990157,2.103040715870839
-0.8119288121865973,0.985550754244003,2.0528110321812663,1.4960363223067927
-0.4722511439149713,1.3273870376535857,2.122231198017405,2.211251507444681
-0.6468446114931432,0.882863461459081,1.5049379229593978,1.6218576300018928
-0.918503836022091,0.7987256615397573,1.2793540059353492,1.8729514779847107
-0.8987442542415086,0.7221975196194769,1.7514984115938135,1.7300277685127015
-0.6778066599283141,0.9625102576217145,1.4304100860096132,1.849647137520234
-0.9324948081193465,0.27895226620297203,1.1436537207840556,1.505892010923717
-1.0752297442863377,1.225019378850958,1.5930036545804718,1.880174602518525
-0.6598911036157765,2.375371372921801,1.2627191027410498,2.8337987591872538
-1.4503146554715278,1.1380080351927842,1.578533094117237,1.6602178655952617
-0.9452260969935671,0.8341226973681319,1.7955206171172597,1.9184076418430116
-0.869571285855735,1.0449371240634482,1.2879003715197455,2.259623958641232
-0.8295093409356447,0.9410509064106927,1.4709626662736686,1.5315282668864243
-0.43344999456497924,0.5613020439124125,1.8442956290423966,1.73561430330866
-0.43209221125486696,0.41692184911127017,1.228144162110758,2.0941465489716014
-1.109528038718497,0.6546527259352275,1.388327177033829,2.116464842035556
-0.5518957673713014,0.11474804778312873,1.3873753861287914,1.9795415146371036
-1.3274122285033119,1.2965180780697148,0.8990864660929648,1.309928429939728
-0.775798703448139,1.0517655870243658,1.4317643940032876,1.7427321013867534
-1.1962552954970878,0.5465260144828187,1.4877250195674225,2.032882964510197
-0.8303627972944526,0.4948882378869775,1.2199298505585408,1.7150838559824622
-0.6689958845565263,0.9347385516673239,1.139213186065909,1.3875167866513576
-1.262385101011281,-0.08110688662525442,1.4116218150015387,1.7061149374419116
-0.4804689358510069,1.970852973389214,1.4044950048138087,2.035814545895661
-0.6466754329251155,0.18135524212023774,1.4739892155430327,1.5054714916631382
-1.5138031857697114,0.27110445095287344,1.210865045393273,1.7477137636004954
-0.6734922644560343,0.7107603820929606,1.478074262773761,2.3035114011250504
-1.2144684717490188,0.5245405199629186,1.782887252502531,1.8290826513437621
-0.6204932026228949,1.0549018583297676,1.0031770316335538,1.9597146082450894
-1.0855473047204383,1.6772964134189017,1.8131465535909552,1.7876388205433673
-1.3583865305759188,1.5139858837662867,1.453172246864129,2.069625240688493
-0.993829722824703,1.179771701048824,0.9715224899023127,1.7203716272435918
-1.29972134753782,0.9371566982112843,1.3549985075037536,1.966365342522788
-0.9341326051912069,1.1036743130467885,2.0270663313314152,1.9583274141602076
-0.6500875609172795,0.6884897789235713,1.60686148470888,1.9702427687379085
-1.2452059339699533,0.3715746584094307,1.0407536912052862,1.7766166086602453
-0.1707174820548238,0.8806259461982117,1.3539871869843225,1.651755524082365
-1.034391311747252,1.2775058937075647,1.5260876211922942,1.5591971837416743
-0.21771148499075418,0.7579967651300286,1.0782041085343081,1.519441218925343
-0.5436379497901902,0.568768863049747,1.4103680742227895,1.7633127246601137
-0.5156053343829713,1.0294077036311466,1.1785385449319699,1.7611864651068012
-0.47586191283685986,0.5544056485984399,1.1713482765988097,1.8040258489050884
-1.170585896089961,1.1872631210017157,1.027326693153722,2.0486912076751094
-0.952085679560432,0.40994675198512637,0.9629887764146967,1.5428866336576197
-0.5948906311972917,0.13251694949390525,1.213452933476192,2.2840776029111147
-0.6731923963182387,0.8442302591751157,0.9545487469793966,1.3823972601971837
-0.8437008242310146,1.2028061988276015,1.2758499613783134,1.5973896980079396
-1.0429059003918473,1.048225828639053,1.5099837300672114,1.4915426924479915
-0.8949623335829763,0.7763281105271468,1.448905221535983,1.8024895485187187
-1.162609415179195,1.2456116544494171,1.4100167057977857,1.4876041820660326
-0.14349017397900635,0.5689428008937102,1.4752226978821552,1.5644511946464794
-1.1518356487762638,1.0783764855590663,1.5261719566725076,1.9910629530208808
-1.4455465980940863,0.3297910755354651,1.358049592605619,1.946672736778184
-1.0511015735101812,1.0111151523412567,0.9268520182221506,1.513991589247744
-1.7192465254382,0.8484140021615394,1.3407960157463183,2.0335956473206527
-1.2146368984735605,0.9063933487243324,1.39792525818035,1.285813488612959
-0.7132908767937738,0.7824226916323486,1.5391563610783179,1.9988465065197798
-1.001730909366756,0.3985128280617559,1.0540237204290306,1.7472227532448243
-0.7295644126432189,0.282823340753021,1.4917028802989805,1.668731236346391
-0.9759523842917082,1.0351783375017194,1.2604500225236206,1.5250992479342904
-0.561922845999509,1.1037375941737788,1.4439803673687153,1.7838697579374494
-1.1127904386623224,0.9342873012821002,1.4325380006791433,2.1095349131767134
0.06232752423093702,0.6528615397201416,1.5481609440718598,2.002488748651439
-1.4416191706890888,1.0405802439030223,1.6864507688873605,2.2720880962187016
-0.7458930698000922,1.4816380780911345,1.22327500464768,1.4090424523488827
-0.5609372335308292,0.3261651175330591,1.1501387489726578,1.6323831180484405
-1.3095126902391692,0.35709377019893596,1.302133228300616,2.1484610827396216
-0.6359582216800578,0.7751492967150159,1.3801639824359218,1.5531578773936383
-0.9747491495918168,1.4780003817976248,0.9825274413419394,2.1576771743701846
-1.2675669400528244,0.6358326052017326,1.5264029152919993,1.5822164306624469
-1.3446587703605741,0.4719942193385138,1.0180214919615571,1.630113841055438
-0.975161628982773,0.9080100962463822,1.2094279373741923,1.6226618790432086
-1.2493337068550239,0.8331869984730055,1.133357960594335,1.1549418611636653
-0.713749247587488,0.8437407652145126,2.151251005130085,1.5447784081437792
-0.9570781636782119,1.3530766319621232,1.5181957690048107,1.530796875933396
-0.7995780783518656,0.5915687901840756,1.2453768973696129,1.899748466638243
-0.9887833472462157,1.4176984358623501,1.0131955968053117,1.5237885188537783
-0.6746224891607209,0.8080091084654127,1.6462076922503903,2.1702727070791368
-0.6243492451545064,1.0215561071233294,1.406351225290191,1.498507982043458
-1.374323297521906,1.3357407615309467,1.031329087670566,1.7180821725682933
-1.0158925009478958,0.4983929044859569,1.346752449270169,2.0782286765446085
-0.8209118382446475,0.49300670910639693,1.143426605053632,2.0910583147556534
-1.5647134578956046,1.2915345778530125,1.1523301339438727,1.412756129043924
-0.1781523853549164,0.6023419285789688,2.19236442664829,2.0724590793045503
-0.5248381067617853,0.5486786469626033,1.4132251552630883,1.6766966558718985
-0.661016168852605,-0.035574799189534885,1.3648950710462553,2.117393319257807
-0.7959443578914767,0.8290384421733269,1.445495668240188,2.405172339536201
-2.250211136027559,0.4745321632637905,2.74741449851033,2.2477648297002357
-1.2626745649247981,1.9751123210418646,1.0377611451465816,2.315292571814059
-0.9687082551184708,1.0441729334368348,1.3740164012069174,1.728147407767176
-0.8271234913746909,1.0555188980720838,1.4862802008725566,2.0552832521467153
-0.749688175878064,1.1763400211158865,1.2615505683101527,1.4308563428517251
-1.3467264097090264,0.739853925037207,1.6292178636776096,1.4050146366005556
-0.833264483361951,0.8481941410571955,1.2409787833734494,1.9782696840737923
-0.34688145009536103,0.9738914680891826,1.7340850274101234,1.9216820996474795
-2.0574777420896044,0.8333675399682416,2.4056492125076154,2.3244378863818485
-0.7279038400880475,0.8373171614189217,1.0726265818487213,1.7089720901245147
-0.5496495608480456,0.6460194040752791,1.4076037638305983,1.6355599820481448
-1.4047049506872122,0.718518325827916,1.4030760325081202,2.426110864058315
-0.7264762132159642,0.6378407741284754,1.3524114417658915,1.7523015859043525
-0.6803645968154359,0.8710006799693003,1.2804768995636826,1.312116337678971
-0.037309795525578685,1.108744172146562,1.7402853076795062,2.3019167883192915
-1.1205921456146593,0.9744904741564844,1.327857053682339,1.5020298358723316
-1.1002988070936215,0.943915737387204,1.3572232579148147,1.7107380305373214
-0.8020573120526568,0.7502287020613772,1.2063207388246695,2.1540383559156866
-1.356089072544983,0.9713823682220373,1.5907706246720654,1.953550475008834
-0.9632334155706092,1.2584309077304978,1.2450190696977832,1.7073975490918933
-0.6660069757747661,-0.4657252308572012,1.243556832880442,1.6164899248540834
-1.1635464427395532,1.2865959197253034,1.727150701801887,1.8201275160666999
-1.0285722532869293,1.3991197340632477,1.4474205563732696,1.6831979729773765
-0.9740331564770707,0.4729423779339106,1.1614408683564474,1.4614649069091097
-0.12345892489852653,0.19513688102025425,1.8490370243636696,2.1121327511438848
-0.725068891088442,0.759618123614089,1.1522111258166314,1.8119671229657255
-1.0837309704570064,0.33784305728747044,1.5505868196481134,1.935021847744615
-0.9114223022308091,1.1550980317675068,1.454196885199157,1.6671400748670981
-0.8382949471425989,0.6496583978269532,1.2553059621332203,1.5609434078366724
-1.7774593195418493,1.2880845481632335,1.366394925456324,1.5442280245614024
-1.1363443978331962,1.415770594704165,1.0612709107416667,1.870344355491106
-1.1790145413180981,1.17296342038211,1.4012570339112067,1.6332250342194579
-0.6709871025864037,1.4505288226661561,1.7695623159613731,1.5645275028002528
-1.0073435155529231,0.41290718270015153,0.9131494966345667,1.4994618651891012
-0.9172875329873591,1.071315623906403,1.4484576329314671,1.3002805037449063
-0.5741500160407852,0.5076799366334273,1.3595967980510697,1.875206982312776
-0.9606274383996602,0.36524489261371984,1.290250473363173,1.4880533435030576
-1.7419366473602154,1.4856870623082885,1.1953490388127874,1.5431642871955709
-0.7667864561627159,0.9691797970563119,1.6434922304970603,2.3821406383093384
-1.3558148674675654,2.2193734568571037,1.3308216516591116,1.6174070419234652
-1.664831933867057,0.7561956787772469,1.4790999713589439,1.5215215175648862
-0.8232458167176514,0.5682532062055768,0.9877086087600526,1.750675985913576
-1.3913356152409466,0.6418275519527618,1.3046261505533046,1.237820495425961
-0.537187755503726,1.2780278999280092,1.3690114990580649,2.04616882361237
-0.3030355688079821,0.8146354866794792,1.3887317865156426,1.9803362300804235
-0.8677405347344178,0.5611325639447298,1.2870884700500198,1.681176999135218
-0.5471547284415494,0.8772523027993431,1.0788137234948922,2.1469651018296694
0.0421996268815803,1.0146252606912276,1.5024853510834955,2.147138502905685
-1.2264217790714287,1.824908551045149,1.3835824445988245,2.1409706486368005
-0.8392481763671145,1.2677873537764162,1.402930613944887,1.4453345105287538
-1.2113088440130124,0.9757968211469396,1.5379899477236019,1.4630755251082883
-0.6842295878201727,0.7750617483752668,1.139814829875812,2.041024887918349
-0.4401458245113302,1.10008241930777,1.5375909512155592,2.0724253182255565
-0.6061499154260594,1.4160133272163065,1.272718001892349,1.8130444642388022
-0.9865940339992463,1.2793481449454018,1.0644822350970602,1.3507277268300122
-0.8906508132958846,0.192092248846918,1.4296507862536376,1.7176524847719539
-1.0385914621136063,1.7323110829401671,1.6412164834218546,2.4796286560423053
-1.1946380797894194,1.1621434899208432,1.1919828532156824,1.6720551839601554
-0.9739915432718365,1.1063920432717367,1.2111439759302047,1.3593753608727503
-1.1845329072415776,1.16345860198037,1.568512314387146,1.593295211473586
-0.6090170572032996,0.4138384287958114,1.524500075143123,1.396395492767063
-0.4578376819665857,1.1434185866434634,1.4328715384155695,1.9798711013260066
-0.9818768307527453,0.09066972107625634,1.4598943362682284,1.516863169065107
-1.480816745545265,1.54380195085127,1.6249223878284165,1.9863782937099939
-0.7254624766715856,-0.06700629107910441,1.26162868821292,1.6815739201910898
-0.12250556916492401,0.6417683579131114,1.4635028511682229,1.7225612684945841
-1.3285960697110861,1.5237381542690693,1.698925159166708,1.7210427326816837
-1.6742817847679008,0.4009934498257716,1.1446888053631235,2.0628121161265187
-0.5577553882011144,0.812014347054746,1.486598479814345,1.5852837580107149
-0.5222426855844853,1.3625303577236423,1.8134375908065166,1.7188338824137033
-0.7994921280902704,0.39247879043553435,1.4088152838945203,1.5441775207977446
-0.950350216471789,0.4946435228278077,2.0520951969260914,2.8995048629856024
-0.6320717560699034,0.9311238860914304,1.8325280228448313,1.2565947563942772
-1.3488113799494905,1.2745083495735015,1.8115296619285763,2.0864550227775913
-0.6658001641517526,0.4790650203145114,1.4150157515405504,1.854756749257068
-1.1541886787605142,0.35882610140592136,1.3994864397837403,1.726895722652091
-1.5624544894812333,0.7692392497934301,1.4962412815037516,1.5250031867013891
-1.0052808988057211,0.7865237831959199,1.534737196254447,1.5424399989952433
-0.2094080773904768,1.779640202734532,1.2561112111358086,2.0128447509114986
-0.7296181802344808,0.8632502392365451,1.4259546320911074,1.4225103634523317
-1.1146505494510506,0.8623820731982911,1.7857248728684716,1.5205246437260667
-1.5836549824578001,1.0508654710110372,1.6251750927659494,1.5888803882721658
-0.831935686929914,0.9654679308821749,1.051552787011902,1.5988086260480474
-1.7484574015125174,0.8911187749676734,1.268751916045081,1.5597648180966266
-0.13523409836520267,1.152081468692025,1.3973863185470299,1.1634161534471017
-1.5330007863013124,1.500144207825041,1.4902234683050108,2.099742658406909
-0.9761036591712152,1.8652838707106267,1.5220445416644581,1.717729914585983
-1.3296910238074529,0.0257823042260603,1.4479241449922435,2.0735080247731776
-0.5253504099981864,0.5903672583315598,1.3331994332813406,1.5212490264100758
-0.736899844168879,1.3601620990903909,1.3965486809629613,1.5380229020079075
-0.43280538561315096,0.8859005609150148,1.4390941991314026,1.8364484670598924
-1.0806337037415208,1.0066921372457087,1.2246070736636185,1.7261919493749747
-1.6593687541969107,0.7238645394107509,1.4412157549690363,1.4173194542850904
-1.0877231757001262,0.9079358904960516,1.3436029493347363,2.447891756591543
-0.26787910119534797,0.5785712154743978,1.959268198843861,2.373142514362787
-0.9885009780277214,0.9351258466727207,1.1475924898960341,1.7281269437338547
-0.9074636180248111,0.46781127517059223,1.5544423618085546,1.987709570320649
-1.1711689019344238,1.2805387986422607,1.4853035490232736,1.37778730051491
-0.9646160755570423,0.9848503487731762,0.9558618512705271,1.4006280275059069
-0.2722446179265402,1.0009115196394893,1.9695215238859234,1.8129387249459827
-1.2901356865808575,0.7098733079019411,1.4263051572564849,1.4043781558300659
-1.0340034909832818,0.14903545749355962,1.6727792721721064,2.0585886610372865
-0.7637478675835883,0.8941073939555576,2.192424036026407,2.0828205544153837
-0.6912716443649211,1.2233018853316067,1.3214252096731067,1.5053248750621833
-0.9742430013676671,0.9326667395455015,0.893767249463586,1.5453543438481327
0.18221688984739964,0.7719318121627627,1.798069580849104,2.1575061594914464
-1.1381549785059286,0.6715622611701437,1.384066611103358,1.5973373380719897
-1.6856160973868772,1.31055194130437,1.5507568857797789,1.2693311671119236
-1.046951192454783,0.9314783438397428,1.5006874904805612,1.7004425128697307
-0.8568415079193668,0.4970272856080971,1.2376996610094597,1.6528480981197038
-0.47544720725218703,0.3540220788053182,1.8098924286124976,1.4389165150631569
-0.45126471206997953,1.237538484241979,1.7130166851990978,2.2427723654299685
-1.1930317808617261,1.718699543752237,1.5305457942282228,2.0685309381983776
-0.3764324769183666,0.9052613330150635,1.6807689827167778,2.069950096429411
-0.7624260679453276,1.2138161166170065,1.4064793141139362,1.5290793022304505
-0.7856905695237412,1.1547630165957912,1.5213783057778771,1.665312069504002
-0.39441797735565653,1.4001352650419598,1.1729753492121302,1.2056955857082794
-0.8647624741847753,1.1340091722538521,1.5670191139081486,2.149720083044024
-1.3309241283596862,0.5234316860926415,1.2681546940880901,1.5438625715917917
-0.6215191125028268,1.217011962031409,1.4041638640295622,2.03346351563676
-0.9891556875545869,0.8536021028781126,1.3840305196590141,1.3541549011255019
-0.9510857245278022,1.6575571805923113,1.3923760826950806,1.6179411816108091
-1.0709483457949993,-0.058966843907118094,1.1501822089210565,1.8873596298732147
-0.9814952602705724,0.9857177767950522,1.1751832346321636,1.997309352061704
-1.02263440392556,0.29046913290114723,1.6180009698113877,3.0506901307430088
-0.7342707835829277,1.4313036385148192,1.5639204348613163,1.8872253226719908
-0.9084240683744026,0.3337356347353304,1.459287026658239,1.581633272990133
-0.610309249983255,0.6748850460111789,1.2250070533749537,2.400578655743125
-0.4364643321155639,0.26358364435107934,1.18924483934736,2.161216255374609
-1.0613467658107718,2.158239797665711,1.279378253686362,2.0074401455792996
-1.111528472881957,1.2684997896436692,1.1207134666695366,1.7084056842412927
0.060426228179366596,0.8926384843084537,1.8291980454628027,2.0891432102178977
-1.0468457707046197,1.151181780478539,2.1390755943267075,2.1962058085862712
-0.9307982129760299,0.9623245941399567,1.187365670273938,2.49064982629901
-1.7657403077496518,0.6152658365386169,1.6423453622573276,1.7106013856931732
-0.8307421924426842,0.9287499154973738,1.4576219432880255,2.6119281522758944
-0.8564446085155036,1.3459336790276941,1.8343976164791291,1.4785408019225244
-0.8183996462582965,1.350924279414353,1.0474053876548866,1.6384385871073182
-0.543826693211892,1.190233045573973,1.35581994619747,1.5958187294227868
-0.6864504545090832,1.2875101032139205,1.1143175036081776,2.346952141296442
-1.1800206568545257,2.2408834088017446,1.2634210487580961,2.1896093851199643
-1.4456765012137416,1.0392308345041912,1.3588715995633907,1.9280037975264945
-0.6839718354629839,0.4142991278262421,1.5648152676546971,1.737572826996324
-0.3472351450353364,0.9374154735531892,1.950013860371884,1.857970423182548
-0.7170323074044301,0.6841380841483532,1.4652855594186693,1.7026520326964307
-0.8827689666597539,0.9139537314654486,1.4536981626904846,1.5021276810967008
-0.8304875361546785,1.3792206781501706,1.2715926399327437,1.29524351159212
-1.3929426560166254,1.6152317035463724,1.5152687730391605,2.814134825902613
-0.8883763496294942,0.4536887495689409,1.3736057701453486,1.5342861861469828
0.02075331859259906,1.0983120671146662,1.3500002608541835,1.5295523376848554
-0.5552093048378688,0.6897371578545024,1.3539209385304938,1.4839084401317275
-1.5456923784647187,0.41647930839004804,1.4958606456594816,1.570092847912292
-1.3084498021855948,1.3671743828496759,1.5188569880531357,1.8893258556868844
-0.6328214120436394,0.8295213944263157,1.2412851828721414,1.9364116475527309
0.023140474506689844,0.8072815094234981,1.6870512403513105,2.1786905779147183
-0.6129466430256456,1.3968367142586933,1.4921154873779061,1.5390821386906255
-1.2612223200865333,1.3623306940842201,1.2214730892877101,1.8329958937934951
-0.9735321457333849,0.9122092111437997,1.0581065662653055,1.3902439096564982
-0.6915733501387042,0.2699058179759551,1.8199278368983671,1.7581457464997146
-1.292042559581058,0.9727471203467143,1.2253302146579115,1.792784890210815
-0.27497225982001106,1.0408722176653349,1.3866874961367668,1.2762240854090448
-0.6905545924992429,0.26197818632892417,1.6705840673965684,1.9873787329305148
-1.3836839819583848,1.4381353079909787,1.2806766818395239,2.262787846265466
-0.37841924055118104,0.6905064062756163,1.530874808952219,1.6744257809735197
-0.8095917728089631,0.7879597733423487,1.4395657117711382,1.903812520556158
-0.5774832644589023,1.0366501373733672,1.5988776786699201,1.7223994587992066
-0.8245740779271012,0.5924028697314758,1.2139526346153526,1.6866688587882372
-0.25117361448824665,0.7763098030693084,1.0310990204405424,1.6243880012799978
-0.11485813439580536,0.7478806844037906,1.380509572249865,1.5058831074803838
-1.6013407574849126,1.6025043388812847,1.530249717605721,2.7573585797516564
-0.3497869258881711,0.8621034297005762,1.6462235614731435,1.7801425371748292
-0.3022176993771012,1.0471667072839246,1.2826322642524537,1.7008778566170495
-0.7854792084309814,0.15486824082856096,1.5419117244468867,1.9839294574233137
-0.8616466320436199,0.8102941715399701,1.2106474628590138,2.039128972994488
-0.36154628411820644,0.05794802107889333,1.09628860506055,1.5223532452718134
-0.7605453749456552,0.22689370482243512,1.6197894401979163,1.7794713374653037
-0.5991812856680022,0.4823674619534936,1.2534141569965658,1.5546127139226833
-0.9935481382873967,0.5772508871586346,0.8516607929923259,1.2961946075456325
-0.6252582112135516,0.7324049580496093,1.1969731632621492,1.6354060815736997
-1.0725069818518067,0.1746547321271709,1.5517116947260756,1.723923627197307
-0.19055632652825746,0.6466979381317514,1.2902544032348726,1.4557676096305394
-0.6980340990396177,1.1756205447145285,1.448681105671951,2.0578673389393365
-0.5222668199177682,1.091220571803511,2.1880318141956696,1.5531973616487458
-1.2891463688611937,1.0435690653091636,1.550393977897601,1.4609357451938623
-0.6413696605326399,0.9367565947893002,2.281687991552962,2.039822622261011
-0.6867834615542012,1.24506134496654,1.186193235973826,1.29012497594319
-1.2234534494900713,0.11860589314019283,1.7942508721326416,1.9780144457278863
-0.6173497411829793,0.7081840221474012,0.8927039999826507,1.5461321424853622
-1.2562036319996632,0.7670621206781705,1.706722206226248,2.0194886647602703
-1.0058873101729644,0.441934925678173,1.1589420656274092,1.5609395299652369
-0.7254143775920275,0.8699040507742787,1.8529780581391477,1.5964021436788032
-0.5874523586068312,0.7083329617182055,1.196835503973678,1.5630273802973564
-0.7515242351039677,1.5516602592133113,1.4472086183032093,1.559183297202146
-1.4368584325039602,1.3495710477489165,2.859583342424773,2.463541853585775
-1.366358228118013,0.8770462293004523,1.3124061238812115,2.369762038797649
-0.5117362442477615,1.441017369169153,2.155047824556241,2.2686130876308805
-1.2344292047908596,0.8954306686783998,1.4254049077059945,1.9792194982838403
-0.5232617915463652,0.5944318277531174,1.4819208298109607,1.5548237034365782
-1.473748680236094,0.6892407588596156,1.3048284066890594,1.7203174636189642
-1.3838921209336734,1.192198977510549,1.085644575472395,1.848237335265262
-0.3829478496953056,1.1402264045232195,1.1446589225502384,2.2271681919736555
-0.43713648262509097,0.9153601385817214,1.2768857885841431,1.8137693243660657
-0.10817113013007072,1.1325217424733933,1.586726610820214,2.101422121729153
-0.7388388771713664,1.2098769806947887,1.5091371467763115,2.1892536896736554
-0.7261321898907298,0.3177304145425187,1.1158957583617182,2.448162039855304
-0.5106914917137501,1.3722872121133678,1.7104669405727555,1.4591622176814327
-0.9734626137221016,1.0620842553779646,1.6316737659844267,1.4622585871383615
-0.3621527418376559,0.29755784087724585,1.34656937034961,2.154670601837196
-0.6284101281918396,1.297592883036418,1.6282174592826995,1.7119578983658998
-1.0027535995116479,0.3954388196125187,1.4349211027717865,1.869993572511215
-1.173445816627375,0.6327075157047728,1.4926074538107927,2.0370537978329972
-0.6685141720157401,1.2485785609348532,1.5556271315733488,1.5920440325418967
-1.0867409283194638,1.0982521034260273,1.492599242310184,1.5962750912498553
-0.16280325526694261,0.2632138081226015,1.4737087152983628,2.3196384810493327
-0.22507990216509216,0.21959250627050392,1.2936065035877227,1.9728703247935842
-1.2633959759244557,0.7492626969692077,1.2477499098312375,1.8636413454076057
-0.5758353451912872,0.12282566523881662,1.1567792284980114,2.062544287796621
