"subject","block","trial","first_trial_in_block","first_trial","card_right","card_left","ch_card","ch_key","selected_offer","reward","Q_ch_card","Q_unch_card","Q_right_card","Q_left_card","exp_val_right","exp_val_left","exp_val_ch","exp_val_unch","PE_cards","alpha","beta","scarcity"
1,2,14,0,0,3,1,3,2,1,1,0.03883005245,0.034592923715,0.03883005245,0.034592923715,0.2,0.2,0.2,0.2,0.96116994755,0.3,4,0.2
1,2,15,0,0,2,3,2,2,1,0,0.0223612137992341,0.327181036715,0.0223612137992341,0.327181036715,0.2,0.2,0.2,0.2,-0.0223612137992341,0.3,4,0.2
1,2,16,0,0,2,3,3,1,0,0,0.327181036715,0.0156528496594638,0.0156528496594638,0.327181036715,0.2,0.2,0.2,0.2,-0.327181036715,0.3,4,0.2
1,2,17,0,0,3,1,3,2,1,0,0.2290267257005,0.034592923715,0.2290267257005,0.034592923715,0.2,0.2,0.2,0.2,-0.2290267257005,0.3,4,0.2
1,2,18,0,0,3,1,3,2,1,0,0.16031870799035,0.034592923715,0.16031870799035,0.034592923715,0.2,0.2,0.2,0.2,-0.16031870799035,0.3,4,0.2
1,2,19,0,0,1,2,1,2,1,1,0.034592923715,0.0156528496594638,0.034592923715,0.0156528496594638,0.2,0.2,0.2,0.2,0.965407076285,0.3,4,0.2
1,2,20,0,0,3,1,3,2,1,1,0.112223095593245,0.3242150466005,0.112223095593245,0.3242150466005,0.2,0.2,0.2,0.2,0.887776904406755,0.3,4,0.2
1,2,21,0,0,3,2,2,1,0,0,0.0156528496594638,0.378556166915271,0.378556166915271,0.0156528496594638,0.2,0.2,0.2,0.2,-0.0156528496594638,0.3,4,0.2
1,2,22,0,0,3,1,3,2,1,0,0.378556166915271,0.3242150466005,0.378556166915271,0.3242150466005,0.2,0.2,0.2,0.2,-0.378556166915271,0.3,4,0.2
1,2,23,0,0,2,3,2,2,1,0,0.0109569947616247,0.26498931684069,0.0109569947616247,0.26498931684069,0.2,0.2,0.2,0.2,-0.0109569947616247,0.3,4,0.2
1,2,24,0,0,2,3,3,1,0,0,0.26498931684069,0.00766989633313729,0.00766989633313729,0.26498931684069,0.2,0.2,0.2,0.2,-0.26498931684069,0.3,4,0.2
1,2,25,0,0,2,3,3,1,0,1,0.185492521788483,0.00766989633313729,0.00766989633313729,0.185492521788483,0.2,0.2,0.2,0.2,0.814507478211517,0.3,4,0.2
1,3,1,1,0,2,3,3,1,0,0,0.429844765251938,0.00766989633313729,0.00766989633313729,0.429844765251938,0.2,0.2,0.2,0.2,-0.429844765251938,0.3,4,0.2
1,3,2,0,0,3,1,1,1,0,0,0.3242150466005,0.300891335676357,0.300891335676357,0.3242150466005,0.2,0.2,0.2,0.2,-0.3242150466005,0.3,4,0.2
1,3,3,0,0,2,1,2,2,1,0,0.00766989633313729,0.22695053262035,0.00766989633313729,0.22695053262035,0.2,0.2,0.2,0.2,-0.00766989633313729,0.3,4,0.2
1,3,4,0,0,2,1,1,1,0,0,0.22695053262035,0.0053689274331961,0.0053689274331961,0.22695053262035,0.2,0.2,0.2,0.2,-0.22695053262035,0.3,4,0.2
1,3,5,0,0,3,1,1,1,0,0,0.158865372834245,0.300891335676357,0.300891335676357,0.158865372834245,0.2,0.2,0.2,0.2,-0.158865372834245,0.3,4,0.2
1,3,6,0,0,3,2,3,2,1,0,0.300891335676357,0.0053689274331961,0.300891335676357,0.0053689274331961,0.2,0.2,0.2,0.2,-0.300891335676357,0.3,4,0.2
1,3,7,0,0,1,3,3,1,0,1,0.21062393497345,0.111205760983971,0.111205760983971,0.21062393497345,0.2,0.2,0.2,0.2,0.78937606502655,0.3,4,0.2
1,3,8,0,0,2,3,3,1,0,0,0.447436754481415,0.0053689274331961,0.0053689274331961,0.447436754481415,0.2,0.2,0.2,0.2,-0.447436754481415,0.3,4,0.2
1,3,9,0,0,1,2,1,2,1,0,0.111205760983971,0.0053689274331961,0.111205760983971,0.0053689274331961,0.2,0.2,0.2,0.2,-0.111205760983971,0.3,4,0.2
1,3,10,0,0,1,3,3,1,0,1,0.31320572813699,0.07784403268878,0.07784403268878,0.31320572813699,0.2,0.2,0.2,0.2,0.68679427186301,0.3,4,0.2
1,3,11,0,0,3,2,3,2,1,0,0.519244009695893,0.0053689274331961,0.519244009695893,0.0053689274331961,0.2,0.2,0.2,0.2,-0.519244009695893,0.3,4,0.2
1,3,12,0,0,3,1,3,2,1,0,0.363470806787125,0.07784403268878,0.363470806787125,0.07784403268878,0.2,0.2,0.2,0.2,-0.363470806787125,0.3,4,0.2
1,3,13,0,0,2,3,2,2,1,0,0.0053689274331961,0.254429564750988,0.0053689274331961,0.254429564750988,0.2,0.2,0.2,0.2,-0.0053689274331961,0.3,4,0.2
1,3,14,0,0,1,3,1,2,1,1,0.07784403268878,0.254429564750988,0.07784403268878,0.254429564750988,0.2,0.2,0.2,0.2,0.92215596731122,0.3,4,0.2
1,3,15,0,0,1,3,3,1,0,1,0.254429564750988,0.354490822882146,0.354490822882146,0.254429564750988,0.2,0.2,0.2,0.2,0.745570435249012,0.3,4,0.2
1,3,16,0,0,1,3,3,1,0,1,0.478100695325691,0.354490822882146,0.354490822882146,0.478100695325691,0.2,0.2,0.2,0.2,0.521899304674309,0.3,4,0.2
1,3,17,0,0,3,2,3,2,1,0,0.634670486727984,0.00375824920323727,0.634670486727984,0.00375824920323727,0.2,0.2,0.2,0.2,-0.634670486727984,0.3,4,0.2
1,3,18,0,0,3,1,3,2,1,1,0.444269340709589,0.354490822882146,0.444269340709589,0.354490822882146,0.2,0.2,0.2,0.2,0.555730659290411,0.3,4,0.2
1,3,19,0,0,1,2,1,2,1,0,0.354490822882146,0.00375824920323727,0.354490822882146,0.00375824920323727,0.2,0.2,0.2,0.2,-0.354490822882146,0.3,4,0.2
1,3,20,0,0,2,1,2,2,1,0,0.00375824920323727,0.248143576017502,0.00375824920323727,0.248143576017502,0.2,0.2,0.2,0.2,-0.00375824920323727,0.3,4,0.2
1,3,21,0,0,3,2,3,2,1,0,0.610988538496712,0.00263077444226609,0.610988538496712,0.00263077444226609,0.2,0.2,0.2,0.2,-0.610988538496712,0.3,4,0.2
1,3,22,0,0,1,3,3,1,0,0,0.427691976947699,0.248143576017502,0.248143576017502,0.427691976947699,0.2,0.2,0.2,0.2,-0.427691976947699,0.3,4,0.2
1,3,23,0,0,3,2,2,1,0,0,0.00263077444226609,0.299384383863389,0.299384383863389,0.00263077444226609,0.2,0.2,0.2,0.2,-0.00263077444226609,0.3,4,0.2
1,3,24,0,0,2,3,3,1,0,0,0.299384383863389,0.00184154210958626,0.00184154210958626,0.299384383863389,0.2,0.2,0.2,0.2,-0.299384383863389,0.3,4,0.2
1,3,25,0,0,1,3,3,1,0,1,0.209569068704372,0.248143576017502,0.248143576017502,0.209569068704372,0.2,0.2,0.2,0.2,0.790430931295628,0.3,4,0.2
1,4,1,1,0,2,1,1,1,0,1,0.248143576017502,0.00184154210958626,0.00184154210958626,0.248143576017502,0.2,0.2,0.2,0.2,0.751856423982498,0.3,4,0.2
1,4,2,0,0,3,2,2,1,0,0,0.00184154210958626,0.446698348093061,0.446698348093061,0.00184154210958626,0.2,0.2,0.2,0.2,-0.00184154210958626,0.3,4,0.2
1,4,3,0,0,1,3,1,2,1,1,0.473700503212252,0.446698348093061,0.473700503212252,0.446698348093061,0.2,0.2,0.2,0.2,0.526299496787748,0.3,4,0.2
1,4,4,0,0,2,3,3,1,0,0,0.446698348093061,0.00128907947671038,0.00128907947671038,0.446698348093061,0.2,0.2,0.2,0.2,-0.446698348093061,0.3,4,0.2
1,4,5,0,0,3,1,3,2,1,0,0.312688843665142,0.631590352248576,0.312688843665142,0.631590352248576,0.2,0.2,0.2,0.2,-0.312688843665142,0.3,4,0.2
1,4,6,0,0,2,3,3,1,0,0,0.2188821905656,0.00128907947671038,0.00128907947671038,0.2188821905656,0.2,0.2,0.2,0.2,-0.2188821905656,0.3,4,0.2
1,4,7,0,0,3,1,1,1,0,0,0.631590352248576,0.15321753339592,0.15321753339592,0.631590352248576,0.2,0.2,0.2,0.2,-0.631590352248576,0.3,4,0.2
1,4,8,0,0,3,2,3,2,1,0,0.15321753339592,0.00128907947671038,0.15321753339592,0.00128907947671038,0.2,0.2,0.2,0.2,-0.15321753339592,0.3,4,0.2
1,4,9,0,0,1,3,1,2,1,1,0.442113246574003,0.107252273377144,0.442113246574003,0.107252273377144,0.2,0.2,0.2,0.2,0.557886753425997,0.3,4,0.2
1,4,10,0,0,1,2,1,2,1,0,0.609479272601802,0.00128907947671038,0.609479272601802,0.00128907947671038,0.2,0.2,0.2,0.2,-0.609479272601802,0.3,4,0.2
1,4,11,0,0,3,1,1,1,0,0,0.426635490821262,0.107252273377144,0.107252273377144,0.426635490821262,0.2,0.2,0.2,0.2,-0.426635490821262,0.3,4,0.2
1,4,12,0,0,1,3,1,2,1,0,0.298644843574883,0.107252273377144,0.298644843574883,0.107252273377144,0.2,0.2,0.2,0.2,-0.298644843574883,0.3,4,0.2
1,4,13,0,0,1,2,2,1,0,0,0.00128907947671038,0.209051390502418,0.209051390502418,0.00128907947671038,0.2,0.2,0.2,0.2,-0.00128907947671038,0.3,4,0.2
1,4,14,0,0,3,2,3,2,1,0,0.107252273377144,0.000902355633697269,0.107252273377144,0.000902355633697269,0.2,0.2,0.2,0.2,-0.107252273377144,0.3,4,0.2
1,4,15,0,0,2,3,3,1,0,1,0.0750765913640007,0.000902355633697269,0.000902355633697269,0.0750765913640007,0.2,0.2,0.2,0.2,0.924923408635999,0.3,4,0.2
1,4,16,0,0,3,1,3,2,1,0,0.3525536139548,0.209051390502418,0.3525536139548,0.209051390502418,0.2,0.2,0.2,0.2,-0.3525536139548,0.3,4,0.2
1,4,17,0,0,1,3,3,1,0,0,0.24678752976836,0.209051390502418,0.209051390502418,0.24678752976836,0.2,0.2,0.2,0.2,-0.24678752976836,0.3,4,0.2
1,4,18,0,0,3,2,3,2,1,0,0.172751270837852,0.000902355633697269,0.172751270837852,0.000902355633697269,0.2,0.2,0.2,0.2,-0.172751270837852,0.3,4,0.2
1,4,19,0,0,1,3,3,1,0,0,0.120925889586497,0.209051390502418,0.209051390502418,0.120925889586497,0.2,0.2,0.2,0.2,-0.120925889586497,0.3,4,0.2
1,4,20,0,0,2,3,3,1,0,0,0.0846481227105476,0.000902355633697269,0.000902355633697269,0.0846481227105476,0.2,0.2,0.2,0.2,-0.0846481227105476,0.3,4,0.2
1,4,21,0,0,1,2,1,2,1,0,0.209051390502418,0.000902355633697269,0.209051390502418,0.000902355633697269,0.2,0.2,0.2,0.2,-0.209051390502418,0.3,4,0.2
1,4,22,0,0,2,1,1,1,0,0,0.146335973351693,0.000902355633697269,0.000902355633697269,0.146335973351693,0.2,0.2,0.2,0.2,-0.146335973351693,0.3,4,0.2
1,4,23,0,0,1,3,3,1,0,0,0.0592536858973833,0.102435181346185,0.102435181346185,0.0592536858973833,0.2,0.2,0.2,0.2,-0.0592536858973833,0.3,4,0.2
1,4,24,0,0,3,1,3,2,1,0,0.0414775801281683,0.102435181346185,0.0414775801281683,0.102435181346185,0.2,0.2,0.2,0.2,-0.0414775801281683,0.3,4,0.2
1,4,25,0,0,3,2,3,2,1,0,0.0290343060897178,0.000902355633697269,0.0290343060897178,0.000902355633697269,0.2,0.2,0.2,0.2,-0.0290343060897178,0.3,4,0.2
1,5,1,1,0,1,3,1,2,1,0,0.102435181346185,0.0203240142628025,0.102435181346185,0.0203240142628025,0.2,0.2,0.2,0.2,-0.102435181346185,0.3,4,0.2
1,5,2,0,0,1,3,1,2,1,0,0.0717046269423295,0.0203240142628025,0.0717046269423295,0.0203240142628025,0.2,0.2,0.2,0.2,-0.0717046269423295,0.3,4,0.2
1,5,3,0,0,3,2,3,2,1,0,0.0203240142628025,0.000902355633697269,0.0203240142628025,0.000902355633697269,0.2,0.2,0.2,0.2,-0.0203240142628025,0.3,4,0.2
1,5,4,0,0,1,2,1,2,1,1,0.0501932388596306,0.000902355633697269,0.0501932388596306,0.000902355633697269,0.2,0.2,0.2,0.2,0.949806761140369,0.3,4,0.2
1,5,5,0,0,1,2,1,2,1,0,0.335135267201741,0.000902355633697269,0.335135267201741,0.000902355633697269,0.2,0.2,0.2,0.2,-0.335135267201741,0.3,4,0.2
1,5,6,0,0,2,3,2,2,1,1,0.000902355633697269,0.0142268099839617,0.000902355633697269,0.0142268099839617,0.2,0.2,0.2,0.2,0.999097644366303,0.3,4,0.2
1,5,7,0,0,2,1,2,2,1,0,0.300631648943588,0.234594687041219,0.300631648943588,0.234594687041219,0.2,0.2,0.2,0.2,-0.300631648943588,0.3,4,0.2
1,5,8,0,0,2,1,2,2,1,1,0.210442154260512,0.234594687041219,0.210442154260512,0.234594687041219,0.2,0.2,0.2,0.2,0.789557845739488,0.3,4,0.2
1,5,9,0,0,2,1,2,2,1,0,0.447309507982358,0.234594687041219,0.447309507982358,0.234594687041219,0.2,0.2,0.2,0.2,-0.447309507982358,0.3,4,0.2
1,5,10,0,0,1,2,1,2,1,1,0.234594687041219,0.313116655587651,0.234594687041219,0.313116655587651,0.2,0.2,0.2,0.2,0.765405312958781,0.3,4,0.2
1,5,11,0,0,3,2,2,1,0,0,0.313116655587651,0.0142268099839617,0.0142268099839617,0.313116655587651,0.2,0.2,0.2,0.2,-0.313116655587651,0.3,4,0.2
1,5,12,0,0,2,3,2,2,1,0,0.219181658911355,0.0142268099839617,0.219181658911355,0.0142268099839617,0.2,0.2,0.2,0.2,-0.219181658911355,0.3,4,0.2
1,5,13,0,0,1,2,1,2,1,0,0.464216280928853,0.153427161237949,0.464216280928853,0.153427161237949,0.2,0.2,0.2,0.2,-0.464216280928853,0.3,4,0.2
1,5,14,0,0,2,3,2,2,1,0,0.153427161237949,0.0142268099839617,0.153427161237949,0.0142268099839617,0.2,0.2,0.2,0.2,-0.153427161237949,0.3,4,0.2
1,5,15,0,0,1,3,3,1,0,0,0.0142268099839617,0.324951396650197,0.324951396650197,0.0142268099839617,0.2,0.2,0.2,0.2,-0.0142268099839617,0.3,4,0.2
1,5,16,0,0,1,2,1,2,1,0,0.324951396650197,0.107399012866564,0.324951396650197,0.107399012866564,0.2,0.2,0.2,0.2,-0.324951396650197,0.3,4,0.2
1,5,17,0,0,2,3,2,2,1,0,0.107399012866564,0.00995876698877322,0.107399012866564,0.00995876698877322,0.2,0.2,0.2,0.2,-0.107399012866564,0.3,4,0.2
1,5,18,0,0,1,3,3,1,0,0,0.00995876698877322,0.227465977655138,0.227465977655138,0.00995876698877322,0.2,0.2,0.2,0.2,-0.00995876698877322,0.3,4,0.2
1,5,19,0,0,1,3,1,2,1,0,0.227465977655138,0.00697113689214125,0.227465977655138,0.00697113689214125,0.2,0.2,0.2,0.2,-0.227465977655138,0.3,4,0.2
1,5,20,0,0,3,2,3,2,1,0,0.00697113689214125,0.0751793090065949,0.00697113689214125,0.0751793090065949,0.2,0.2,0.2,0.2,-0.00697113689214125,0.3,4,0.2
1,5,21,0,0,1,2,2,1,0,0,0.0751793090065949,0.159226184358597,0.159226184358597,0.0751793090065949,0.2,0.2,0.2,0.2,-0.0751793090065949,0.3,4,0.2
1,5,22,0,0,1,2,2,1,0,0,0.0526255163046165,0.159226184358597,0.159226184358597,0.0526255163046165,0.2,0.2,0.2,0.2,-0.0526255163046165,0.3,4,0.2
1,5,23,0,0,1,2,2,1,0,0,0.0368378614132315,0.159226184358597,0.159226184358597,0.0368378614132315,0.2,0.2,0.2,0.2,-0.0368378614132315,0.3,4,0.2
1,5,24,0,0,3,2,2,1,0,1,0.0257865029892621,0.00487979582449888,0.00487979582449888,0.0257865029892621,0.2,0.2,0.2,0.2,0.974213497010738,0.3,4,0.2
1,5,25,0,0,3,2,2,1,0,0,0.318050552092483,0.00487979582449888,0.00487979582449888,0.318050552092483,0.2,0.2,0.2,0.2,-0.318050552092483,0.3,4,0.2
1,6,1,1,0,3,1,1,1,0,0,0.159226184358597,0.00487979582449888,0.00487979582449888,0.159226184358597,0.2,0.2,0.2,0.2,-0.159226184358597,0.3,4,0.2
1,6,2,0,0,1,2,2,1,0,0,0.222635386464738,0.111458329051018,0.111458329051018,0.222635386464738,0.2,0.2,0.2,0.2,-0.222635386464738,0.3,4,0.2
1,6,3,0,0,1,3,3,1,0,0,0.00487979582449888,0.111458329051018,0.111458329051018,0.00487979582449888,0.2,0.2,0.2,0.2,-0.00487979582449888,0.3,4,0.2
1,6,4,0,0,1,3,1,2,1,0,0.111458329051018,0.00341585707714921,0.111458329051018,0.00341585707714921,0.2,0.2,0.2,0.2,-0.111458329051018,0.3,4,0.2
1,6,5,0,0,1,2,1,2,1,1,0.0780208303357124,0.155844770525317,0.0780208303357124,0.155844770525317,0.2,0.2,0.2,0.2,0.921979169664288,0.3,4,0.2
1,6,6,0,0,2,1,2,2,1,0,0.155844770525317,0.354614581234999,0.155844770525317,0.354614581234999,0.2,0.2,0.2,0.2,-0.155844770525317,0.3,4,0.2
1,6,7,0,0,1,2,1,2,1,0,0.354614581234999,0.109091339367722,0.354614581234999,0.109091339367722,0.2,0.2,0.2,0.2,-0.354614581234999,0.3,4,0.2
1,6,8,0,0,1,2,1,2,1,0,0.248230206864499,0.109091339367722,0.248230206864499,0.109091339367722,0.2,0.2,0.2,0.2,-0.248230206864499,0.3,4,0.2
1,6,9,0,0,3,2,3,2,1,0,0.00341585707714921,0.109091339367722,0.00341585707714921,0.109091339367722,0.2,0.2,0.2,0.2,-0.00341585707714921,0.3,4,0.2
1,6,10,0,0,2,1,1,1,0,0,0.173761144805149,0.109091339367722,0.109091339367722,0.173761144805149,0.2,0.2,0.2,0.2,-0.173761144805149,0.3,4,0.2
1,6,11,0,0,2,3,2,2,1,0,0.109091339367722,0.00239109995400445,0.109091339367722,0.00239109995400445,0.2,0.2,0.2,0.2,-0.109091339367722,0.3,4,0.2
1,6,12,0,0,3,1,3,2,1,0,0.00239109995400445,0.121632801363605,0.00239109995400445,0.121632801363605,0.2,0.2,0.2,0.2,-0.00239109995400445,0.3,4,0.2
1,6,13,0,0,2,1,1,1,0,0,0.121632801363605,0.0763639375574053,0.0763639375574053,0.121632801363605,0.2,0.2,0.2,0.2,-0.121632801363605,0.3,4,0.2
1,6,14,0,0,1,3,3,1,0,0,0.00167376996780311,0.0851429609545232,0.0851429609545232,0.00167376996780311,0.2,0.2,0.2,0.2,-0.00167376996780311,0.3,4,0.2
1,6,15,0,0,3,2,2,1,0,0,0.0763639375574053,0.00117163897746218,0.00117163897746218,0.0763639375574053,0.2,0.2,0.2,0.2,-0.0763639375574053,0.3,4,0.2
1,6,16,0,0,2,1,1,1,0,1,0.0851429609545232,0.0534547562901837,0.0534547562901837,0.0851429609545232,0.2,0.2,0.2,0.2,0.914857039045477,0.3,4,0.2
1,6,17,0,0,2,1,1,1,0,0,0.359600072668166,0.0534547562901837,0.0534547562901837,0.359600072668166,0.2,0.2,0.2,0.2,-0.359600072668166,0.3,4,0.2
1,6,18,0,0,1,2,1,2,1,0,0.251720050867716,0.0534547562901837,0.251720050867716,0.0534547562901837,0.2,0.2,0.2,0.2,-0.251720050867716,0.3,4,0.2
1,6,19,0,0,3,2,2,1,0,1,0.0534547562901837,0.00117163897746218,0.00117163897746218,0.0534547562901837,0.2,0.2,0.2,0.2,0.946545243709816,0.3,4,0.2
1,6,20,0,0,1,3,1,2,1,0,0.176204035607401,0.00117163897746218,0.176204035607401,0.00117163897746218,0.2,0.2,0.2,0.2,-0.176204035607401,0.3,4,0.2
1,6,21,0,0,2,1,2,2,1,0,0.337418329403129,0.123342824925181,0.337418329403129,0.123342824925181,0.2,0.2,0.2,0.2,-0.337418329403129,0.3,4,0.2
1,6,22,0,0,3,1,3,2,1,0,0.00117163897746218,0.123342824925181,0.00117163897746218,0.123342824925181,0.2,0.2,0.2,0.2,-0.00117163897746218,0.3,4,0.2
1,6,23,0,0,2,1,1,1,0,0,0.123342824925181,0.23619283058219,0.23619283058219,0.123342824925181,0.2,0.2,0.2,0.2,-0.123342824925181,0.3,4,0.2
1,6,24,0,0,1,3,3,1,0,0,0.000820147284223526,0.0863399774476267,0.0863399774476267,0.000820147284223526,0.2,0.2,0.2,0.2,-0.000820147284223526,0.3,4,0.2
1,6,25,0,0,3,2,3,2,1,0,0.000574103098956468,0.23619283058219,0.000574103098956468,0.23619283058219,0.2,0.2,0.2,0.2,-0.000574103098956468,0.3,4,0.2
1,1,1,1,1,2,1,1,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.3,4,0.5
1,1,2,0,0,3,2,2,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.3,4,0.5
1,1,3,0,0,2,3,3,1,0,0,0.5,0.35,0.35,0.5,0.5,0.5,0.5,0.5,-0.5,0.3,4,0.5
1,1,4,0,0,3,2,2,1,0,1,0.35,0.35,0.35,0.35,0.5,0.5,0.5,0.5,0.65,0.3,4,0.5
1,1,5,0,0,3,2,3,2,1,1,0.35,0.545,0.35,0.545,0.5,0.5,0.5,0.5,0.65,0.3,4,0.5
1,1,6,0,0,3,1,3,2,1,1,0.545,0.35,0.545,0.35,0.5,0.5,0.5,0.5,0.455,0.3,4,0.5
1,1,7,0,0,3,2,3,2,1,0,0.6815,0.545,0.6815,0.545,0.5,0.5,0.5,0.5,-0.6815,0.3,4,0.5
1,1,8,0,0,3,2,2,1,0,0,0.545,0.47705,0.47705,0.545,0.5,0.5,0.5,0.5,-0.545,0.3,4,0.5
1,1,9,0,0,3,2,2,1,0,1,0.3815,0.47705,0.47705,0.3815,0.5,0.5,0.5,0.5,0.6185,0.3,4,0.5
