participant,block_number,trial_number,choice,reward,Q1,Q2,Q3,E1,E2,E3
60e46e6f6bc0c2cdf5d077ce,1,16,1,0,0.15993926983869966,0.9750189083063387,0.15618291167242704,-2.73794389354069,-1.523127858955915,-1.881567905388416
60e46e6f6bc0c2cdf5d077ce,1,17,2,1,0.025581912563028275,0.9750189083063387,0.15618291167242704,-3.713255366245373,-1.0868987306435032,-1.347039064643957
60e46e6f6bc0c2cdf5d077ce,1,18,3,0,0.025581912563028275,0.9960043322240886,0.15618291167242704,-2.6537935238972077,-2.5490935421680616,-0.9621007933187122
60e46e6f6bc0c2cdf5d077ce,1,19,2,0,0.025581912563028275,0.9960043322240886,0.02498109169366118,-1.9000914654416081,-1.8203887144393605,-2.462959319852467
60e46e6f6bc0c2cdf5d077ce,1,20,1,0,0.025581912563028275,0.15930854411042827,0.02498109169366118,-1.3561389989577384,-3.0643179008402672,-1.7550671678114873
60e46e6f6bc0c2cdf5d077ce,1,21,3,1,0.004091767708431348,0.15930854411042827,0.02498109169366118,-2.745311648056065,-2.1868404418390393,-1.254307009804529
60e46e6f6bc0c2cdf5d077ce,1,22,3,0,0.004091767708431348,0.15930854411042827,0.8440480257690166,-1.9588312679964228,-1.5647626087272273,-2.6679377039017695
60e46e6f6bc0c2cdf5d077ce,1,23,1,0,0.004091767708431348,0.15930854411042827,0.13500348823067615,-1.3963681631128437,-1.1165004370614926,-3.6587897352153114
60e46e6f6bc0c2cdf5d077ce,1,24,2,0,6.54468864355219e-4,0.15930854411042827,0.13500348823067615,-2.7749197214857952,-0.7995157582205329,-2.6122979445977546
60e46e6f6bc0c2cdf5d077ce,1,25,3,0,6.54468864355219e-4,0.025481029416011436,0.13500348823067615,-1.9801246951749847,-2.356566879166352,-1.8720115399098218
60e46e6f6bc0c2cdf5d077ce,2,1,1,1,6.54468864355219e-4,0.025481029416011436,0.02159349203329146,0,0,0
60e46e6f6bc0c2cdf5d077ce,2,2,1,0,0.8401570388018285,0.025481029416011436,0.02159349203329146,-1.725113555725211,0,0
60e46e6f6bc0c2cdf5d077ce,2,3,2,1,0.13438113379414524,0.025481029416011436,0.02159349203329146,-2.9509004889044705,0,0
60e46e6f6bc0c2cdf5d077ce,2,4,2,1,0.13438113379414524,0.8441279896692107,0.02159349203329146,-2.1187687553006,-1.725113555725211,0
60e46e6f6bc0c2cdf5d077ce,2,5,3,0,0.13438113379414524,0.9750686362692618,0.02159349203329146,-1.5226709060409744,-2.9509004889044705,0
60e46e6f6bc0c2cdf5d077ce,2,6,2,0,0.13438113379414524,0.9750686362692618,0.003453828992830095,-1.0982806464832369,-2.1187687553006,-1.725113555725211
60e46e6f6bc0c2cdf5d077ce,2,7,1,0,0.13438113379414524,0.15595992810670722,0.003453828992830095,-0.7850483874568757,-3.254377120565553,-1.2313472035037096
60e46e6f6bc0c2cdf5d077ce,2,8,3,1,0.021493947855744627,0.15595992810670722,0.003453828992830095,-2.321236139586339,-2.33140272832064,-0.884293023992228
60e46e6f6bc0c2cdf5d077ce,2,9,1,1,0.021493947855744627,0.15595992810670722,0.8406047900092062,-1.6580147511526637,-1.679211578746355,-2.3689937088036865
60e46e6f6bc0c2cdf5d077ce,2,10,3,1,0.8434902651188234,0.15595992810670722,0.8406047900092062,-2.939690799366831,-1.201538436049761,-1.6947316307763725
60e46e6f6bc0c2cdf5d077ce,2,11,1,1,0.8434902651188234,0.15595992810670722,0.9745051085717473,-2.102300460941752,-0.8610460966255021,-2.955581599443839
60e46e6f6bc0c2cdf5d077ce,2,12,3,0,0.9749666336762661,0.15595992810670722,0.9745051085717473,-3.2572251153886755,-0.6184759374224924,-2.1168645754502196
60e46e6f6bc0c2cdf5d077ce,2,13,2,1,0.9749666336762661,0.15595992810670722,0.15586979313287042,-2.328761714488723,-0.4439553280355216,-3.2616681872904865
60e46e6f6bc0c2cdf5d077ce,2,14,1,0,0.9749666336762661,0.864997783974014,0.15586979313287042,-1.6696386359595734,-2.096628521670232,-2.339762471279136
60e46e6f6bc0c2cdf5d077ce,2,15,2,1,0.15594361302147092,0.864997783974014,0.15586979313287042,-2.959475972222766,-1.4914554272604321,-1.6793564877214124
60e46e6f6bc0c2cdf5d077ce,2,16,3,1,0.15594361302147092,0.9784067114530403,0.15586979313287042,-2.115095921008568,-2.8227244708298613,-1.1981586491583802
60e46e6f6bc0c2cdf5d077ce,2,17,2,0,0.15594361302147092,0.9784067114530403,0.8649833670879364,-1.510431148874964,-2.0122747908028096,-2.6284884590867796
60e46e6f6bc0c2cdf5d077ce,2,18,3,0,0.15594361302147092,0.15649384556125884,0.8649833670879364,-1.0775714084302919,-3.1969543134760725,-1.8772362564583611
60e46e6f6bc0c2cdf5d077ce,2,19,1,0,0.15594361302147092,0.15649384556125884,0.13835204751116004,-0.774126394801118,-2.2864453620837093,-3.099752578418468
60e46e6f6bc0c2cdf5d077ce,2,20,3,1,0.02494281641937951,0.15649384556125884,0.13835204751116004,-2.3398270716033203,-1.6379392794868963,-2.2177583693717526
60e46e6f6bc0c2cdf5d077ce,2,21,2,1,0.02494281641937951,0.15649384556125884,0.8621814443887402,-1.6632233366430862,-1.169059546987886,-3.3434238845438484
60e46e6f6bc0c2cdf5d077ce,2,22,2,1,0.02494281641937951,0.8650831828555425,0.8621814443887402,-1.186419320331498,-2.6081903574747427,-2.392826836615119
60e46e6f6bc0c2cdf5d077ce,2,23,2,1,0.02494281641937951,0.9784203708116148,0.8621814443887402,-0.8467674336450358,-3.6201714313813476,-1.7099567212768148
60e46e6f6bc0c2cdf5d077ce,2,24,1,0,0.02494281641937951,0.9965483883382718,0.8621814443887402,-0.605888195028615,-4.339587600254714,-1.2198823708229638
60e46e6f6bc0c2cdf5d077ce,2,25,3,1,0.003989545732116902,0.9965483883382718,0.8621814443887402,-2.2167662563280697,-3.1026756810346154,-0.8753682641766058
60e46e6f6bc0c2cdf5d077ce,3,1,2,0,0.003989545732116902,0.9965483883382718,0.9779562444193564,0,0,0
60e46e6f6bc0c2cdf5d077ce,3,2,3,0,0.003989545732116902,0.15939556464800297,0.9779562444193564,0,-1.725113555725211,0
60e46e6f6bc0c2cdf5d077ce,3,3,2,0,0.003989545732116902,0.15939556464800297,0.15642179438633236,0,-1.2313472035037096,-1.725113555725211
60e46e6f6bc0c2cdf5d077ce,3,4,1,0,0.003989545732116902,0.02549494815489725,0.15642179438633236,0,-2.6078972872431305,-1.2313472035037096
60e46e6f6bc0c2cdf5d077ce,3,5,3,0,6.381186892359021e-4,0.02549494815489725,0.15642179438633236,-1.725113555725211,-1.8696317642914053,-0.884293023992228
60e46e6f6bc0c2cdf5d077ce,3,6,2,0,6.381186892359021e-4,0.02549494815489725,0.02501930043972035,-1.2313472035037096,-1.3478982441603167,-2.3689937088036865
60e46e6f6bc0c2cdf5d077ce,3,7,1,0,6.381186892359021e-4,0.004077857947328416,0.02501930043972035,-0.884293023992228,-2.7120965487127613,-1.6947316307763725
60e46e6f6bc0c2cdf5d077ce,3,8,3,1,1.0206563464319578e-4,0.004077857947328416,0.02501930043972035,-2.3689937088036865,-1.94094325657688,-1.2215285914199256
60e46e6f6bc0c2cdf5d077ce,3,9,3,1,1.0206563464319578e-4,0.004077857947328416,0.8440541371717658,-1.6947316307763725,-1.3942304005995807,-2.6235763317227634
60e46e6f6bc0c2cdf5d077ce,3,10,3,1,1.0206563464319578e-4,0.004077857947328416,0.9750568237289996,-1.2215285914199256,-0.9953336989820998,-3.613348736528754
60e46e6f6bc0c2cdf5d077ce,3,11,3,0,1.0206563464319578e-4,0.004077857947328416,0.9960103967104036,-0.8745339961552283,-0.7129481111914624,-4.332211444447692
60e46e6f6bc0c2cdf5d077ce,3,12,2,0,1.0206563464319578e-4,0.004077857947328416,0.15930951411146482,-0.6256736802457926,-0.5121166059626121,-4.837472512873653
60e46e6f6bc0c2cdf5d077ce,3,13,2,1,1.0206563464319578e-4,6.522440291095563e-4,0.15930951411146482,-0.4496383683678188,-2.141016367169712,-3.4732498338412485
60e46e6f6bc0c2cdf5d077ce,3,14,3,1,1.0206563464319578e-4,0.8401566829443476,0.15930951411146482,-0.3233678871150071,-3.2748164425029893,-2.4933770618697166
60e46e6f6bc0c2cdf5d077ce,3,15,1,0,1.0206563464319578e-4,0.8401566829443476,0.8655335425586362,-0.23250074038467589,-2.3338770777424975,-3.5433918440911425
60e46e6f6bc0c2cdf5d077ce,3,16,3,1,1.632516861141143e-5,0.8401566829443476,0.8655335425586362,-1.9300987286603701,-1.6747149890637592,-2.5378163560226152
60e46e6f6bc0c2cdf5d077ce,3,17,2,0,1.632516861141143e-5,0.8401566829443476,0.978492404819246,-1.374632981798546,-1.1960069483962545,-3.578170926166389
60e46e6f6bc0c2cdf5d077ce,3,18,3,0,1.632516861141143e-5,0.1343810768755198,0.978492404819246,-0.9840055289815827,-2.6213342108593096,-2.561228863501833
60e46e6f6bc0c2cdf5d077ce,3,19,1,1,1.632516861141143e-5,0.1343810768755198,0.15650755202201183,-0.7028112619481961,-1.8736978104238327,-3.596275973197608
60e46e6f6bc0c2cdf5d077ce,3,20,1,1,0.8400549691674486,0.1343810768755198,0.15650755202201183,-2.262589148160594,-1.339473225162517,-2.573122058610708
60e46e6f6bc0c2cdf5d077ce,3,21,1,1,0.9744171659788896,0.1343810768755198,0.15650755202201183,-3.3542055931107826,-0.9564844332772322,-1.8340897630588477
60e46e6f6bc0c2cdf5d077ce,3,22,1,0,0.9959080849063892,0.1343810768755198,0.15650755202201183,-4.1385763684887635,-0.6846364453113514,-1.3108983357592696
60e46e6f6bc0c2cdf5d077ce,3,23,2,1,0.1592931495686034,0.1343810768755198,0.15650755202201183,-4.71126425652909,-0.4931928295608852,-0.9414460389677473
60e46e6f6bc0c2cdf5d077ce,3,24,2,0,0.1592931495686034,0.8615462967448388,0.15650755202201183,-3.3732805714527454,-2.135178531389528,-0.6750385776105509
60e46e6f6bc0c2cdf5d077ce,3,25,1,0,0.1592931495686034,0.13780229600376082,0.15650755202201183,-2.422472168248519,-3.2738363965710207,-0.48594216576157045
60e46e6f6bc0c2cdf5d077ce,4,1,2,1,0.025478567093361992,0.13780229600376082,0.15650755202201183,0,0,0
60e46e6f6bc0c2cdf5d077ce,4,2,3,1,0.025478567093361992,0.8620935128857632,0.15650755202201183,0,-1.725113555725211,0
60e46e6f6bc0c2cdf5d077ce,4,3,1,0,0.025478567093361992,0.8620935128857632,0.8650853751733416,0,-1.2313472035037096,-1.725113555725211
60e46e6f6bc0c2cdf5d077ce,4,4,2,1,0.004075237833032827,0.8620935128857632,0.8650853751733416,-1.725113555725211,-0.884293023992228,-1.2313472035037096
60e46e6f6bc0c2cdf5d077ce,4,5,3,1,0.004075237833032827,0.9779421799735727,0.8650853751733416,-1.2313472035037096,-2.3689937088036865,-0.884293023992228
60e46e6f6bc0c2cdf5d077ce,4,6,3,0,0.004075237833032827,0.9779421799735727,0.9784207214680005,-0.884293023992228,-1.6947316307763725,-2.3689937088036865
60e46e6f6bc0c2cdf5d077ce,4,7,1,1,0.004075237833032827,0.9779421799735727,0.15649608643188812,-0.6380928826798704,-1.2215285914199256,-3.4258584168366157
60e46e6f6bc0c2cdf5d077ce,4,8,2,0,0.8407041829407135,0.9779421799735727,0.15649608643188812,-2.1965761838378057,-0.8745339961552283,-2.452803525296195
60e46e6f6bc0c2cdf5d077ce,4,9,1,0,0.8407041829407135,0.15641954480961096,0.15649608643188812,-1.5682803662287697,-2.381372823293786,-1.7675000206240297
60e46e6f6bc0c2cdf5d077ce,4,10,3,1,0.13446864825428145,0.15641954480961096,0.15649608643188812,-2.866147521210279,-1.7008725098344395,-1.2660318410079423
60e46e6f6bc0c2cdf5d077ce,4,11,3,1,0.13446864825428145,0.15641954480961096,0.865083541277848,-2.050687214120107,-1.2206014532641891,-2.662771895200785
60e46e6f6bc0c2cdf5d077ce,4,12,3,1,0.13446864825428145,0.15641954480961096,0.9784204281404785,-1.4745509509181214,-0.8703295816521833,-3.6599349369299636
60e46e6f6bc0c2cdf5d077ce,4,13,2,0,0.13446864825428145,0.15641954480961096,0.9965483975078994,-1.0549299927526605,-0.623033689914207,-4.367557956793618
60e46e6f6bc0c2cdf5d077ce,4,14,1,0,0.13446864825428145,0.025018940624894112,0.9965483975078994,-0.7558600080887505,-2.2163172244739364,-3.12630711670831
60e46e6f6bc0c2cdf5d077ce,4,15,3,1,0.021507945596436998,0.025018940624894112,0.9965483975078994,-2.3107575626178734,-1.580926485778572,-2.240567947270143
60e46e6f6bc0c2cdf5d077ce,4,16,3,0,0.021507945596436998,0.025018940624894112,0.9994479241077703,-1.6491533073530857,-1.130540015636829,-3.3602622528063524
60e46e6f6bc0c2cdf5d077ce,4,17,2,1,0.021507945596436998,0.025018940624894112,0.15985933872369634,-1.1790856877014153,-0.8066928882160713,-4.162516052946097
60e46e6f6bc0c2cdf5d077ce,4,18,2,1,0.021507945596436998,0.8440540796201715,0.15985933872369634,-0.8411957150274254,-2.3452164769918276,-2.978117058499232
60e46e6f6bc0c2cdf5d077ce,4,19,1,0,0.021507945596436998,0.9750568145237466,0.15985933872369634,-0.6010277348305089,-3.424077857584333,-2.126360009264616
60e46e6f6bc0c2cdf5d077ce,4,20,2,1,0.0034401460331046473,0.9750568145237466,0.15985933872369634,-2.2051037073183,-2.44233717745764,-1.5188693638416781
60e46e6f6bc0c2cdf5d077ce,4,21,3,0,0.0034401460331046473,0.996010395238043,0.15985933872369634,-1.57164301185737,-3.5020575267978264,-1.091063888585831
60e46e6f6bc0c2cdf5d077ce,4,22,2,0,0.0034401460331046473,0.996010395238043,0.02556912776146804,-1.1229246600727238,-2.5033124860852483,-2.570741021360454
60e46e6f6bc0c2cdf5d077ce,4,23,1,1,0.0034401460331046473,0.15930951387596393,0.02556912776146804,-0.8008540465285249,-3.547681015389241,-1.8262970939419008
60e46e6f6bc0c2cdf5d077ce,4,24,1,0,0.8406026014503454,0.15930951387596393,0.02556912776146804,-2.3423594254311686,-2.5405967954954165,-1.3012355344133577
60e46e6f6bc0c2cdf5d077ce,4,25,2,0,0.13445240052349067,0.15930951387596393,0.02556912776146804,-3.4220878676658772,-1.8141327889670895,-0.9291669110062435
60e46e6f6bc0c2cdf5d077ce,5,1,2,1,0.13445240052349067,0.025481184527863285,0.02556912776146804,0,0,0
60e46e6f6bc0c2cdf5d077ce,5,2,1,0,0.13445240052349067,0.8441280144790116,0.02556912776146804,0,-1.725113555725211,0
60e46e6f6bc0c2cdf5d077ce,5,3,2,1,0.021505346808105605,0.8441280144790116,0.02556912776146804,-1.725113555725211,-1.2313472035037096,0
60e46e6f6bc0c2cdf5d077ce,5,4,3,1,0.021505346808105605,0.9750686402375357,0.02556912776146804,-1.2313472035037096,-2.6078972872431305,0
60e46e6f6bc0c2cdf5d077ce,5,5,2,0,0.021505346808105605,0.9750686402375357,0.844142080801084,-0.884293023992228,-1.8696317642914053,-1.725113555725211
60e46e6f6bc0c2cdf5d077ce,5,6,3,1,0.021505346808105605,0.15595992874142406,0.844142080801084,-0.6380928826798704,-3.082721079757266,-1.2313472035037096
60e46e6f6bc0c2cdf5d077ce,5,7,3,1,0.021505346808105605,0.15595992874142406,0.9750708901143655,-0.45729779575640966,-2.2064827054337757,-2.6078972872431305
60e46e6f6bc0c2cdf5d077ce,5,8,1,0,0.021505346808105605,0.15595992874142406,0.9960126465973571,-0.3273811141699313,-1.587827954713348,-3.5994114346439128
60e46e6f6bc0c2cdf5d077ce,5,9,2,1,0.0034397303626458355,0.15595992874142406,0.9960126465973571,-1.981498907702428,-1.1353977180751533,-2.5775110421092444
60e46e6f6bc0c2cdf5d077ce,5,10,3,1,0.0034397303626458355,0.8649977840755354,0.9960126465973571,-1.413755043373714,-2.575315214142852,-1.8587681040604431
60e46e6f6bc0c2cdf5d077ce,5,11,2,0,0.0034397303626458355,0.8649977840755354,0.9993622319690171,-1.0168282687641097,-1.8414918192037484,-3.07508552610427
60e46e6f6bc0c2cdf5d077ce,5,12,3,0,0.0034397303626458355,0.13835435347617336,0.9993622319690171,-0.727705924439868,-3.076302970369266,-2.209083018667571
60e46e6f6bc0c2cdf5d077ce,5,13,1,1,0.0034397303626458355,0.13835435347617336,0.1598456324592718,-0.5197111464335579,-2.197417544280829,-3.327735418102648
60e46e6f6bc0c2cdf5d077ce,5,14,1,1,0.8406025349647639,0.13835435347617336,0.1598456324592718,-2.1304952462695965,-1.5731151959657188,-2.3886110918008723
60e46e6f6bc0c2cdf5d077ce,5,15,2,0,0.9745047478823707,0.13835435347617336,0.1598456324592718,-3.259759691651582,-1.122479213291514,-1.707261620980649
60e46e6f6bc0c2cdf5d077ce,5,16,3,1,0.9745047478823707,0.022129455229646544,0.1598456324592718,-2.3289444849441017,-2.576029094369216,-1.2187897310832474
60e46e6f6bc0c2cdf5d077ce,5,17,3,0,0.9745047478823707,0.022129455229646544,0.8656192934681763,-1.673473626322541,-1.8387650010200183,-2.6493049425069493
60e46e6f6bc0c2cdf5d077ce,5,18,2,0,0.9745047478823707,0.022129455229646544,0.1384537624908257,-1.1978540501451658,-1.3121386790645113,-3.655451385910088
60e46e6f6bc0c2cdf5d077ce,5,19,1,0,0.9745047478823707,0.0035395550862353745,0.1384537624908257,-0.8557569722629355,-2.7095246954920063,-2.6087166842697327
60e46e6f6bc0c2cdf5d077ce,5,20,3,0,0.1558697354413936,0.0035395550862353745,0.1384537624908257,-2.3864226907734634,-1.9329087940627716,-1.8655701571341234
60e46e6f6bc0c2cdf5d077ce,5,21,2,0,0.1558697354413936,0.0035395550862353745,0.022145355477750442,-1.7002214043913342,-1.3810635644120994,-3.102192728699384
60e46e6f6bc0c2cdf5d077ce,5,22,2,1,0.1558697354413936,5.661437114988788e-4,0.022145355477750442,-1.2169395932360307,-2.756800542388052,-2.2149780423443204
60e46e6f6bc0c2cdf5d077ce,5,23,1,0,0.1558697354413936,0.840142911392607,0.022145355477750442,-0.867304095004471,-3.726233618240295,-1.5808171612200341
60e46e6f6bc0c2cdf5d077ce,5,24,2,0,0.024930999867204554,0.840142911392607,0.022145355477750442,-2.396785939085492,-2.6619961837554937,-1.129008094490878
60e46e6f6bc0c2cdf5d077ce,5,25,3,0,0.024930999867204554,0.13437887414655814,0.022145355477750442,-1.7079562194524907,-3.6604011931222793,-0.8111943038505263
60e46e6f6bc0c2cdf5d077ce,6,1,2,0,0.024930999867204554,0.13437887414655814,0.003542098295471776,0,0,0
60e46e6f6bc0c2cdf5d077ce,6,2,1,0,0.024930999867204554,0.021493586430104995,0.003542098295471776,0,-1.725113555725211,0
60e46e6f6bc0c2cdf5d077ce,6,3,3,1,0.003987655701011382,0.021493586430104995,0.003542098295471776,-1.725113555725211,-1.2313472035037096,0
60e46e6f6bc0c2cdf5d077ce,6,4,2,1,0.003987655701011382,0.021493586430104995,0.840618908485307,-1.2313472035037096,-0.884293023992228,-1.725113555725211
60e46e6f6bc0c2cdf5d077ce,6,5,2,1,0.003987655701011382,0.8434902073095829,0.840618908485307,-0.884293023992228,-2.3689937088036865,-1.2313472035037096
60e46e6f6bc0c2cdf5d077ce,6,6,3,0,0.003987655701011382,0.9749666244298033,0.840618908485307,-0.6380928826798704,-3.4258584168366157,-0.884293023992228
60e46e6f6bc0c2cdf5d077ce,6,7,1,0,0.003987655701011382,0.9749666244298033,0.1344550087973958,-0.45729779575640966,-2.452803525296195,-2.3689937088036865
60e46e6f6bc0c2cdf5d077ce,6,8,2,1,6.378163829443432e-4,0.9749666244298033,0.1344550087973958,-2.071583313527217,-1.7675000206240297,-1.6947316307763725
60e46e6f6bc0c2cdf5d077ce,6,9,2,0,6.378163829443432e-4,0.9959959695356241,0.1344550087973958,-1.4779338564451083,-3.0129483031236584,-1.2215285914199256
60e46e6f6bc0c2cdf5d077ce,6,10,3,1,6.378163829443432e-4,0.15930720651703384,0.1344550087973958,-1.0642907470590497,-3.905952823660103,-0.8745339961552283
60e46e6f6bc0c2cdf5d077ce,6,11,3,0,6.378163829443432e-4,0.15930720651703384,0.8615581219888667,-0.7606128293492658,-2.800539380419697,-2.381372823293786
60e46e6f6bc0c2cdf5d077ce,6,12,1,0,6.378163829443432e-4,0.15930720651703384,0.13780418742510958,-0.5438367437468099,-2.0068067254552937,-3.4424881869590243
60e46e6f6bc0c2cdf5d077ce,6,13,2,1,1.0201728141445102e-4,0.15930720651703384,0.13780418742510958,-2.1500764156205223,-1.4318508959030778,-2.4611542754295215
60e46e6f6bc0c2cdf5d077ce,6,14,1,1,1.0201728141445102e-4,0.8655331734640029,0.13780418742510958,-1.532129824985175,-2.798504193714125,-1.7678360838025946
60e46e6f6bc0c2cdf5d077ce,6,15,3,0,0.8400686754277225,0.8655331734640029,0.13780418742510958,-2.8479656649981715,-1.9987829457350683,-1.2640964742262715
60e46e6f6bc0c2cdf5d077ce,6,16,1,0,0.8400686754277225,0.8655331734640029,0.022041457421316198,-2.03430116640392,-1.4244139116197503,-2.6689631541394814
60e46e6f6bc0c2cdf5d077ce,6,17,2,0,0.13436700027151738,0.8655331734640029,0.022041457421316198,-3.210932580912481,-1.0184506680028071,-1.9086680093362052
60e46e6f6bc0c2cdf5d077ce,6,18,3,1,0.13436700027151738,0.13843998779026145,0.022041457421316198,-2.297910048145134,-2.5087405465208774,-1.3632192310817906
60e46e6f6bc0c2cdf5d077ce,6,19,2,1,0.13436700027151738,0.13843998779026145,0.8435778380281589,-1.6466938952167334,-1.7884912331209404,-2.7429862034526993
60e46e6f6bc0c2cdf5d077ce,6,20,1,1,0.13436700027151738,0.8621955102382461,0.8435778380281589,-1.1754254204510046,-3.04536226637651,-1.9606662373988781
60e46e6f6bc0c2cdf5d077ce,6,21,3,0,0.8615440452234364,0.8621955102382461,0.8435778380281589,-2.6121127584193573,-2.172663746347364,-1.399956255270778
60e46e6f6bc0c2cdf5d077ce,6,22,2,0,0.8615440452234364,0.8621955102382461,0.13492828277267632,-1.864923044161559,-1.5525537734705992,-2.7695414041865307
60e46e6f6bc0c2cdf5d077ce,6,23,1,0,0.8615440452234364,0.13790613622749515,0.13492828277267632,-1.3310013211410103,-2.880269507348721,-1.978924342791658
60e46e6f6bc0c2cdf5d077ce,6,24,3,0,0.13780193587788697,0.13790613622749515,0.13492828277267632,-2.7210677536359356,-2.0579120918562683,-1.4126491849501916
60e46e6f6bc0c2cdf5d077ce,6,25,2,1,0.13780193587788697,0.13790613622749515,0.021581463089971893,-1.9433690748249695,-1.4674078928204288,-2.7792003776072693
60e6b55696dade249aa3249b,1,1,3,0,0.5,0.5,0.5,0,0,0
60e6b55696dade249aa3249b,1,2,3,1,0.5,0.5,0.022346170858407538,0,0,0.9158923458489041
60e6b55696dade249aa3249b,1,3,3,1,0.5,0.5,0.9563063609924074,0,0,1.3189225255421968
60e6b55696dade249aa3249b,1,4,3,1,0.5,0.5,0.9980472289447702,0,0,1.5110254319151333
60e6b55696dade249aa3249b,1,5,3,0,0.5,0.5,0.9999127260878141,0,0,1.6068516571749223
60e6b55696dade249aa3249b,1,6,2,0,0.5,0.5,0.044688441241248766,0,0,1.6566860809469353
60e6b55696dade249aa3249b,1,7,2,1,0.5,0.022346170858407538,0.044688441241248766,0,0.9158923458489041,0.7377298492633708
60e6b55696dade249aa3249b,1,8,2,0,0.5,0.9563063609924074,0.044688441241248766,0,1.3189225255421968,0.33225991901176266
60e6b55696dade249aa3249b,1,9,1,1,0.5,0.04273957066158529,0.044688441241248766,0,1.5110254319151333,0.14931957070979596
60e6b55696dade249aa3249b,1,10,1,0,0.9776538291415925,0.04273957066158529,0.044688441241248766,0.9158923458489041,0.6779815749403151,0.06714784414151502
60e6b55696dade249aa3249b,1,11,3,0,0.04369363900759271,0.04273957066158529,0.044688441241248766,1.3189225255421968,0.3065989374052374,0.030158220077164708
60e6b55696dade249aa3249b,1,12,3,0,0.04369363900759271,0.04273957066158529,0.001997231097054245,0.5925214586463442,0.1381356206088035,0.9484192573864103
60e6b55696dade249aa3249b,1,13,1,1,0.04369363900759271,0.04273957066158529,8.926093559854349e-5,0.2683497183655978,0.062046501117866755,1.343051416988133
60e6b55696dade249aa3249b,1,14,1,1,0.9572604293384147,0.04273957066158529,8.926093559854349e-5,1.062901062716837,0.02795633229989297,0.6016918399629041
60e6b55696dade249aa3249b,1,15,1,0,0.9980898684937412,0.04273957066158529,8.926093559854349e-5,1.4011653047331518,0.012580489421718844,0.27038055617308904
60e6b55696dade249aa3249b,1,16,3,1,0.044606973465951494,0.04273957066158529,8.926093559854349e-5,1.5565099356126177,0.005604025085021646,0.12169009165473645
60e6b55696dade249aa3249b,1,17,3,1,0.044606973465951494,0.04273957066158529,0.9553116475634824,0.693437900154388,0.0025045981118450083,0.9987930450689421
60e6b55696dade249aa3249b,1,18,3,0,0.044606973465951494,0.04273957066158529,0.9980027728718373,0.312772109441001,0.0011140303986039524,1.3694567800507191
60e6b55696dade249aa3249b,1,19,3,0,0.044606973465951494,0.04273957066158529,0.04460308095859561,0.1405744477636855,4.982055849169878e-4,1.5415066539492754
60e6b55696dade249aa3249b,1,20,1,1,0.044606973465951494,0.04273957066158529,0.0019934161460746676,0.06314666689037621,2.2403374558633443e-4,1.6233611525837608
60e6b55696dade249aa3249b,1,21,1,0,0.957301248394532,0.04273957066158529,0.0019934161460746676,0.9717584422417079,1.0018305729412424e-4,0.7236954080936271
