participant,global_trial,block_number,trial_number,omega
60e46e6f6bc0c2cdf5d077ce,36,2,11,0.673793455571481
60e46e6f6bc0c2cdf5d077ce,37,2,12,0.7177003273554386
60e46e6f6bc0c2cdf5d077ce,38,2,13,0.7032239654364342
60e46e6f6bc0c2cdf5d077ce,39,2,14,0.7308028625096123
60e46e6f6bc0c2cdf5d077ce,40,2,15,0.7318438489972463
60e46e6f6bc0c2cdf5d077ce,41,2,16,0.7451083005566816
60e46e6f6bc0c2cdf5d077ce,42,2,17,0.7451310634859397
60e46e6f6bc0c2cdf5d077ce,43,2,18,0.7202337904693195
60e46e6f6bc0c2cdf5d077ce,44,2,19,0.7077968341622791
60e46e6f6bc0c2cdf5d077ce,45,2,20,0.6705136349879038
60e46e6f6bc0c2cdf5d077ce,46,2,21,0.6743798040799298
60e46e6f6bc0c2cdf5d077ce,47,2,22,0.6877595558680721
60e46e6f6bc0c2cdf5d077ce,48,2,23,0.697802612621507
60e46e6f6bc0c2cdf5d077ce,49,2,24,0.6953948681024038
60e46e6f6bc0c2cdf5d077ce,50,2,25,0.7010729646214555
60e46e6f6bc0c2cdf5d077ce,51,3,1,0.7144222134767909
60e46e6f6bc0c2cdf5d077ce,52,3,2,0.7154710995112318
60e46e6f6bc0c2cdf5d077ce,53,3,3,0.7154511498974404
60e46e6f6bc0c2cdf5d077ce,54,3,4,0.7289912185698219
60e46e6f6bc0c2cdf5d077ce,55,3,5,0.7396940061777775
60e46e6f6bc0c2cdf5d077ce,56,3,6,0.7296017616365875
60e46e6f6bc0c2cdf5d077ce,57,3,7,0.7167451576207315
60e46e6f6bc0c2cdf5d077ce,58,3,8,0.6925507736586226
60e46e6f6bc0c2cdf5d077ce,59,3,9,0.7233180626836997
60e46e6f6bc0c2cdf5d077ce,60,3,10,0.7232924737420645
60e46e6f6bc0c2cdf5d077ce,61,3,11,0.7096156763115092
60e46e6f6bc0c2cdf5d077ce,62,3,12,0.6938762646213175
60e46e6f6bc0c2cdf5d077ce,63,3,13,0.6938763132421807
60e46e6f6bc0c2cdf5d077ce,64,3,14,0.6938762902840981
60e46e6f6bc0c2cdf5d077ce,65,3,15,0.6938762903544081
60e46e6f6bc0c2cdf5d077ce,66,3,16,0.7090804986884786
60e46e6f6bc0c2cdf5d077ce,67,3,17,0.7340635531414218
60e46e6f6bc0c2cdf5d077ce,68,3,18,0.723364625377236
60e46e6f6bc0c2cdf5d077ce,69,3,19,0.6972147775721397
60e46e6f6bc0c2cdf5d077ce,70,3,20,0.7416030989896417
60e46e6f6bc0c2cdf5d077ce,71,3,21,0.7508049491000389
60e46e6f6bc0c2cdf5d077ce,72,3,22,0.7524134372536001
60e46e6f6bc0c2cdf5d077ce,73,3,23,0.7616954253860116
60e46e6f6bc0c2cdf5d077ce,74,3,24,0.760693163260091
60e46e6f6bc0c2cdf5d077ce,75,3,25,0.7640994431617602
60e46e6f6bc0c2cdf5d077ce,76,4,1,0.7548489470652686
60e46e6f6bc0c2cdf5d077ce,77,4,2,0.7647488438965485
60e46e6f6bc0c2cdf5d077ce,78,4,3,0.7647176478307289
60e46e6f6bc0c2cdf5d077ce,79,4,4,0.7746073225903832
60e46e6f6bc0c2cdf5d077ce,80,4,5,0.7647342923599483
60e46e6f6bc0c2cdf5d077ce,81,4,6,0.7524439437673767
60e46e6f6bc0c2cdf5d077ce,82,4,7,0.7371107688480273
60e46e6f6bc0c2cdf5d077ce,83,4,8,0.7453994525227086
60e46e6f6bc0c2cdf5d077ce,84,4,9,0.7560677125485966
60e46e6f6bc0c2cdf5d077ce,85,4,10,0.7719687370201482
60e46e6f6bc0c2cdf5d077ce,86,4,11,0.8035604761546055
60e46e6f6bc0c2cdf5d077ce,87,4,12,0.8094263440599773
60e46e6f6bc0c2cdf5d077ce,88,4,13,0.7971248912464483
60e46e6f6bc0c2cdf5d077ce,89,4,14,0.7695704035537582
60e46e6f6bc0c2cdf5d077ce,90,4,15,0.7761502167285588
60e46e6f6bc0c2cdf5d077ce,91,4,16,0.7728534403175771
60e46e6f6bc0c2cdf5d077ce,92,4,17,0.7721457402925689
60e46e6f6bc0c2cdf5d077ce,93,4,18,0.7617580968542009
60e46e6f6bc0c2cdf5d077ce,94,4,19,0.7720816311350122
60e46e6f6bc0c2cdf5d077ce,95,4,20,0.7522011897375894
60e46e6f6bc0c2cdf5d077ce,96,4,21,0.7286697431654813
60e46e6f6bc0c2cdf5d077ce,97,4,22,0.7301168309746469
60e46e6f6bc0c2cdf5d077ce,98,4,23,0.7089129716741642
60e46e6f6bc0c2cdf5d077ce,99,4,24,0.7337918187956151
60e46e6f6bc0c2cdf5d077ce,100,4,25,0.7310355171627031
60e46e6f6bc0c2cdf5d077ce,101,5,1,0.7226956787108074
60e46e6f6bc0c2cdf5d077ce,102,5,2,0.7121633997135395
60e46e6f6bc0c2cdf5d077ce,103,5,3,0.7262290726164665
60e46e6f6bc0c2cdf5d077ce,104,5,4,0.7296805240648991
60e46e6f6bc0c2cdf5d077ce,105,5,5,0.7175304205076436
60e46e6f6bc0c2cdf5d077ce,106,5,6,0.7156313943837197
60e46e6f6bc0c2cdf5d077ce,107,5,7,0.7036141619929561
60e46e6f6bc0c2cdf5d077ce,108,5,8,0.6976013561818699
60e46e6f6bc0c2cdf5d077ce,109,5,9,0.6976012767578456
60e46e6f6bc0c2cdf5d077ce,110,5,10,0.7239624648505666
60e46e6f6bc0c2cdf5d077ce,111,5,11,0.720198031041746
60e46e6f6bc0c2cdf5d077ce,112,5,12,0.6767218101606505
60e46e6f6bc0c2cdf5d077ce,113,5,13,0.6917464402079373
60e46e6f6bc0c2cdf5d077ce,114,5,14,0.691787217253869
60e46e6f6bc0c2cdf5d077ce,115,5,15,0.7043241883155049
60e46e6f6bc0c2cdf5d077ce,116,5,16,0.7054028272452205
60e46e6f6bc0c2cdf5d077ce,117,5,17,0.7171530003042563
60e46e6f6bc0c2cdf5d077ce,118,5,18,0.7037398428255341
60e46e6f6bc0c2cdf5d077ce,119,5,19,0.6911417598704056
60e46e6f6bc0c2cdf5d077ce,120,5,20,0.6368514559319352
60e46e6f6bc0c2cdf5d077ce,121,5,21,0.6409088808667834
60e46e6f6bc0c2cdf5d077ce,122,5,22,0.6599188515063548
60e46e6f6bc0c2cdf5d077ce,123,5,23,0.6647081040516251
60e46e6f6bc0c2cdf5d077ce,124,5,24,0.6388293831467182
60e46e6f6bc0c2cdf5d077ce,125,5,25,0.5990212788397652
60e46e6f6bc0c2cdf5d077ce,126,6,1,0.5859668159566959
60e46e6f6bc0c2cdf5d077ce,127,6,2,0.5709341366921261
60e46e6f6bc0c2cdf5d077ce,128,6,3,0.5691543052253126
60e46e6f6bc0c2cdf5d077ce,129,6,4,0.5847707604418572
60e46e6f6bc0c2cdf5d077ce,130,6,5,0.6173720105412995
60e46e6f6bc0c2cdf5d077ce,131,6,6,0.6014785146778365
60e46e6f6bc0c2cdf5d077ce,132,6,7,0.5849572385221196
60e46e6f6bc0c2cdf5d077ce,133,6,8,0.56107902564162
60e46e6f6bc0c2cdf5d077ce,134,6,9,0.5581939424741132
60e46e6f6bc0c2cdf5d077ce,135,6,10,0.5308466625226005
60e46e6f6bc0c2cdf5d077ce,136,6,11,0.5450815412500124
60e46e6f6bc0c2cdf5d077ce,137,6,12,0.5781879855322333
60e46e6f6bc0c2cdf5d077ce,138,6,13,0.5757319770823993
60e46e6f6bc0c2cdf5d077ce,139,6,14,0.6092267793406989
60e46e6f6bc0c2cdf5d077ce,140,6,15,0.5844153069713932
60e46e6f6bc0c2cdf5d077ce,141,6,16,0.5811995178238836
60e46e6f6bc0c2cdf5d077ce,142,6,17,0.578095930498327
60e46e6f6bc0c2cdf5d077ce,143,6,18,0.592516441065195
60e46e6f6bc0c2cdf5d077ce,144,6,19,0.6069368981195679
60e46e6f6bc0c2cdf5d077ce,145,6,20,0.5813270431054172
60e46e6f6bc0c2cdf5d077ce,146,6,21,0.5780986246393189
60e46e6f6bc0c2cdf5d077ce,147,6,22,0.5780986382207328
60e46e6f6bc0c2cdf5d077ce,148,6,23,0.5711815460858496
60e46e6f6bc0c2cdf5d077ce,149,6,24,0.5524552839884971
60e46e6f6bc0c2cdf5d077ce,150,6,25,0.5681702576974016
60e6b55696dade249aa3249b,1,1,1,0.6560037094300643
60e6b55696dade249aa3249b,2,1,2,0.6553068789555361
60e6b55696dade249aa3249b,3,1,3,0.6589624145526185
60e6b55696dade249aa3249b,4,1,4,0.6578021989674339
60e6b55696dade249aa3249b,5,1,5,0.6648189979853152
60e6b55696dade249aa3249b,6,1,6,0.6648190128589468
60e6b55696dade249aa3249b,7,1,7,0.6696716692640372
60e6b55696dade249aa3249b,8,1,8,0.674507237637558
60e6b55696dade249aa3249b,9,1,9,0.679246137488374
60e6b55696dade249aa3249b,10,1,10,0.6646708147398963
60e6b55696dade249aa3249b,11,1,11,0.692517798889412
60e6b55696dade249aa3249b,12,1,12,0.6975847599495303
60e6b55696dade249aa3249b,13,1,13,0.702574093717728
60e6b55696dade249aa3249b,14,1,14,0.7074415525152741
60e6b55696dade249aa3249b,15,1,15,0.700672087184132
60e6b55696dade249aa3249b,16,1,16,0.6930000734667747
60e6b55696dade249aa3249b,17,1,17,0.6979810004586682
60e6b55696dade249aa3249b,18,1,18,0.6909235526475724
60e6b55696dade249aa3249b,19,1,19,0.6959441571086256
60e6b55696dade249aa3249b,20,1,20,0.7009358919140589
60e6b55696dade249aa3249b,21,1,21,0.7257100900773356
60e6b55696dade249aa3249b,22,1,22,0.725062767321528
60e6b55696dade249aa3249b,23,1,23,0.7407965442038019
60e6b55696dade249aa3249b,24,1,24,0.7371539484862492
60e6b55696dade249aa3249b,25,1,25,0.7361926252789514
60e6b55696dade249aa3249b,26,2,1,0.7320105931716638
60e6b55696dade249aa3249b,27,2,2,0.7163980117261078
60e6b55696dade249aa3249b,28,2,3,0.722604347844809
60e6b55696dade249aa3249b,29,2,4,0.7173808928261747
60e6b55696dade249aa3249b,30,2,5,0.6967895917877717
60e6b55696dade249aa3249b,31,2,6,0.6907577845841119
60e6b55696dade249aa3249b,32,2,7,0.6917335236263602
60e6b55696dade249aa3249b,33,2,8,0.6972504801389844
60e6b55696dade249aa3249b,34,2,9,0.6787015146894867
60e6b55696dade249aa3249b,35,2,10,0.6563605827651834
60e6b55696dade249aa3249b,36,2,11,0.6541646861673475
60e6b55696dade249aa3249b,37,2,12,0.6368152175120088
60e6b55696dade249aa3249b,38,2,13,0.6345754034704574
60e6b55696dade249aa3249b,39,2,14,0.6324315192636706
60e6b55696dade249aa3249b,40,2,15,0.6170580808889495
60e6b55696dade249aa3249b,41,2,16,0.592515803553482
60e6b55696dade249aa3249b,42,2,17,0.5653388299146245
60e6b55696dade249aa3249b,43,2,18,0.5471256011072521
60e6b55696dade249aa3249b,44,2,19,0.5235682946380703
60e6b55696dade249aa3249b,45,2,20,0.5310647790450004
60e6b55696dade249aa3249b,46,2,21,0.5285604220955494
60e6b55696dade249aa3249b,47,2,22,0.5348557333824453
60e6b55696dade249aa3249b,48,2,23,0.5349638062446549
60e6b55696dade249aa3249b,49,2,24,0.5349664983470795
60e6b55696dade249aa3249b,50,2,25,0.5108943822411447
60e6b55696dade249aa3249b,51,3,1,0.5685612936002814
60e6b55696dade249aa3249b,52,3,2,0.5227389432272164
60e6b55696dade249aa3249b,53,3,3,0.475527992025183
60e6b55696dade249aa3249b,54,3,4,0.5347308750602814
60e6b55696dade249aa3249b,55,3,5,0.5272211926666267
60e6b55696dade249aa3249b,56,3,6,0.5360766308769068
60e6b55696dade249aa3249b,57,3,7,0.5512595911793402
60e6b55696dade249aa3249b,58,3,8,0.5502511665392452
60e6b55696dade249aa3249b,59,3,9,0.5432067934228003
60e6b55696dade249aa3249b,60,3,10,0.542004158169033
60e6b55696dade249aa3249b,61,3,11,0.5193733972803666
60e6b55696dade249aa3249b,62,3,12,0.48164299732303834
60e6b55696dade249aa3249b,63,3,13,0.4884823625390518
60e6b55696dade249aa3249b,64,3,14,0.4644467193152168
60e6b55696dade249aa3249b,65,3,15,0.5041084035906932
60e6b55696dade249aa3249b,66,3,16,0.506855817493129
60e6b55696dade249aa3249b,67,3,17,0.5487872216312515
60e6b55696dade249aa3249b,68,3,18,0.5403483394967653
60e6b55696dade249aa3249b,69,3,19,0.5485585200551584
60e6b55696dade249aa3249b,70,3,20,0.5516305667133132
60e6b55696dade249aa3249b,71,3,21,0.5427164190323619
60e6b55696dade249aa3249b,72,3,22,0.5501641104990529
60e6b55696dade249aa3249b,73,3,23,0.5439549056459322
60e6b55696dade249aa3249b,74,3,24,0.5371435160751876
60e6b55696dade249aa3249b,75,3,25,0.5598935026668636
60e6b55696dade249aa3249b,76,4,2,0.5835092060037875
60e6b55696dade249aa3249b,77,4,3,0.5857627913909864
60e6b55696dade249aa3249b,78,4,4,0.6078043518310264
60e6b55696dade249aa3249b,79,4,5,0.6020484790320462
60e6b55696dade249aa3249b,80,4,6,0.5969578595059207
60e6b55696dade249aa3249b,81,4,7,0.6166718987674918
60e6b55696dade249aa3249b,82,4,8,0.6176792510317596
60e6b55696dade249aa3249b,83,4,9,0.61770498423921
60e6b55696dade249aa3249b,84,4,10,0.6377362873009921
60e6b55696dade249aa3249b,85,4,11,0.6387301257169896
60e6b55696dade249aa3249b,86,4,12,0.6387342030369411
60e6b55696dade249aa3249b,87,4,13,0.619584266077417
60e6b55696dade249aa3249b,88,4,14,0.6194183033833045
60e6b55696dade249aa3249b,89,4,15,0.5996340805111007
60e6b55696dade249aa3249b,90,4,16,0.5783472073642351
60e6b55696dade249aa3249b,91,4,17,0.624606717538377
60e6b55696dade249aa3249b,92,4,18,0.5995966370070221
60e6b55696dade249aa3249b,93,4,19,0.6104998206333816
60e6b55696dade249aa3249b,94,4,20,0.6753208216649953
60e6b55696dade249aa3249b,95,4,21,0.6340747354857931
60e6b55696dade249aa3249b,96,4,22,0.6416149441678464
60e6b55696dade249aa3249b,97,4,23,0.640843001026078
60e6b55696dade249aa3249b,98,4,24,0.6347404503437682
60e6b55696dade249aa3249b,99,4,25,0.6284346474076402
60e6b55696dade249aa3249b,100,5,1,0.6488608003827238
60e6b55696dade249aa3249b,101,5,2,0.5701977439015717
60e6b55696dade249aa3249b,102,5,3,0.5875917761431518
60e6b55696dade249aa3249b,103,5,4,0.5859282276807127
60e6b55696dade249aa3249b,104,5,5,0.5809490806436407
60e6b55696dade249aa3249b,105,5,6,0.60012226657349
60e6b55696dade249aa3249b,106,5,7,0.5730582133967902
60e6b55696dade249aa3249b,107,5,8,0.5720537029459237
60e6b55696dade249aa3249b,108,5,9,0.5379438144324341
60e6b55696dade249aa3249b,109,5,10,0.5446018699554261
60e6b55696dade249aa3249b,110,5,11,0.5713599066939389
60e6b55696dade249aa3249b,111,5,12,0.5757425690710953
60e6b55696dade249aa3249b,112,5,13,0.6120013719241366
60e6b55696dade249aa3249b,113,5,14,0.6043409008835208
60e6b55696dade249aa3249b,114,5,15,0.6105150705696691
60e6b55696dade249aa3249b,115,5,16,0.6107327042549604
60e6b55696dade249aa3249b,116,5,17,0.6107606003138992
60e6b55696dade249aa3249b,117,5,18,0.6107870199623467
60e6b55696dade249aa3249b,118,5,19,0.610813401530541
60e6b55696dade249aa3249b,119,5,20,0.6035135606380533
60e6b55696dade249aa3249b,120,5,21,0.6109921628144751
60e6b55696dade249aa3249b,121,5,22,0.61756561510953345
60e6b55696dade249aa3249b,122,5,24,0.6195093035171508
60e6b55696dade249aa3249b,123,5,25,0.6391816435466301
60e6b55696dade249aa3249b,124,6,1,0.6587908018199143
60e6b55696dade249aa3249b,125,6,2,0.654215684568281
60e6b55696dade249aa3249b,126,6,3,0.6666189195823098
60e6b55696dade249aa3249b,127,6,4,0.6626886064127815
60e6b55696dade249aa3249b,128,6,5,0.6748241201554116
60e6b55696dade249aa3249b,129,6,6,0.6709962960724344
60e6b55696dade249aa3249b,130,6,7,0.6828539477069663
60e6b55696dade249aa3249b,131,6,8,0.6950456074516301
60e6b55696dade249aa3249b,132,6,9,0.6718670907608018
60e6b55696dade249aa3249b,133,6,10,0.6669572678664167
60e6b55696dade249aa3249b,134,6,11,0.6619008295523472
60e6b55696dade249aa3249b,135,6,12,0.6310929337213499
60e6b55696dade249aa3249b,136,6,13,0.628549557406726
60e6b55696dade249aa3249b,137,6,14,0.6216961912677309
60e6b55696dade249aa3249b,138,6,15,0.6224785068117931
60e6b55696dade249aa3249b,139,6,16,0.6237070621806755
60e6b55696dade249aa3249b,140,6,17,0.6249428973098458
60e6b55696dade249aa3249b,141,6,18,0.6192363779898075
60e6b55696dade249aa3249b,142,6,19,0.6964882062300104
60e6b55696dade249aa3249b,143,6,21,0.6939400830726469
60e6b55696dade249aa3249b,144,6,23,0.6911227622339462
60e6b55696dade249aa3249b,145,6,25,0.6911227622293556
60e9f29fe1f58945339696d0,1,1,1,0.683867893334829
60e9f29fe1f58945339696d0,2,1,2,0.6857803604282138
60e9f29fe1f58945339696d0,3,1,3,0.6597480837979066
60e9f29fe1f58945339696d0,4,1,4,0.6812576283664654
60e9f29fe1f58945339696d0,5,1,5,0.6673682959474424
60e9f29fe1f58945339696d0,6,1,6,0.6673682959385623
60e9f29fe1f58945339696d0,7,1,7,0.6469078546571149
60e9f29fe1f58945339696d0,8,1,8,0.649763903257037
60e9f29fe1f58945339696d0,9,1,9,0.658424265589125
60e9f29fe1f58945339696d0,10,1,10,0.64596000508419
60e9f29fe1f58945339696d0,11,1,11,0.6210492033670375
60e9f29fe1f58945339696d0,12,1,12,0.634991157757133
60e9f29fe1f58945339696d0,13,1,13,0.6533356674789605
60e9f29fe1f58945339696d0,14,1,14,0.6515172383862938
60e9f29fe1f58945339696d0,15,1,15,0.6511879557226715
60e9f29fe1f58945339696d0,16,1,16,0.6411480817203109
60e9f29fe1f58945339696d0,17,1,17,0.6197977442151865
60e9f29fe1f58945339696d0,18,1,18,0.6141174437421987
60e9f29fe1f58945339696d0,19,1,19,0.6387493456632339
60e9f29fe1f58945339696d0,20,1,20,0.6377168680187436
60e9f29fe1f58945339696d0,21,1,21,0.6277114999256004
60e9f29fe1f58945339696d0,22,1,22,0.6166497748054677
60e9f29fe1f58945339696d0,23,1,23,0.604309844812581
60e9f29fe1f58945339696d0,24,1,24,0.601286181356957
60e9f29fe1f58945339696d0,25,1,25,0.5873315440072696
60e9f29fe1f58945339696d0,26,2,1,0.5840701944877219
60e9f29fe1f58945339696d0,27,2,2,0.5793219658965777
60e9f29fe1f58945339696d0,28,2,3,0.5860639848649221
60e9f29fe1f58945339696d0,29,2,4,0.5724670183823545
60e9f29fe1f58945339696d0,30,2,5,0.5844186624263821
60e9f29fe1f58945339696d0,31,2,6,0.5646702132920873
60e9f29fe1f58945339696d0,32,2,7,0.5923516958156708
60e9f29fe1f58945339696d0,33,2,8,0.6065233561221559
60e9f29fe1f58945339696d0,34,2,9,0.5537668280615409
60e9f29fe1f58945339696d0,35,2,10,0.6251116058246502
60e9f29fe1f58945339696d0,36,2,11,0.6226938177170397
60e9f29fe1f58945339696d0,37,2,12,0.6039505115946066
60e9f29fe1f58945339696d0,38,2,13,0.5862305053146277
60e9f29fe1f58945339696d0,39,2,14,0.5688531663497501
60e9f29fe1f58945339696d0,40,2,15,0.5612824719456565
60e9f29fe1f58945339696d0,41,2,16,0.5185141283601951
60e9f29fe1f58945339696d0,42,2,17,0.5262996465549856
60e9f29fe1f58945339696d0,43,2,18,0.5218285950105532
60e9f29fe1f58945339696d0,44,2,19,0.5174926369151752
60e9f29fe1f58945339696d0,45,2,20,0.48577469030196246
60e9f29fe1f58945339696d0,46,2,21,0.5114967013036102
60e9f29fe1f58945339696d0,47,2,22,0.512511365672788
60e9f29fe1f58945339696d0,48,2,23,0.49714424336588814
60e9f29fe1f58945339696d0,49,2,24,0.5133974384590757
60e9f29fe1f58945339696d0,50,2,25,0.5372015051079467
60e9f29fe1f58945339696d0,51,3,1,0.5397640877084312
60e9f29fe1f58945339696d0,52,3,2,0.5434044926052772
60e9f29fe1f58945339696d0,53,3,3,0.5419939326716454
60e9f29fe1f58945339696d0,54,3,4,0.5346249907780598
60e9f29fe1f58945339696d0,55,3,5,0.5556348707128117
60e9f29fe1f58945339696d0,56,3,6,0.5560258063312777
60e9f29fe1f58945339696d0,57,3,7,0.5450608684329646
60e9f29fe1f58945339696d0,58,3,8,0.5650626854906559
60e9f29fe1f58945339696d0,59,3,9,0.5586085340881242
60e9f29fe1f58945339696d0,60,3,10,0.5255122616410003
60e9f29fe1f58945339696d0,61,3,11,0.5379141320977394
60e9f29fe1f58945339696d0,62,3,12,0.5559716607051087
60e9f29fe1f58945339696d0,63,3,13,0.5746773695892414
60e9f29fe1f58945339696d0,64,3,14,0.5792939988978612
60e9f29fe1f58945339696d0,65,3,15,0.5928366583281998
60e9f29fe1f58945339696d0,66,3,16,0.5961707986804171
60e9f29fe1f58945339696d0,67,3,17,0.5933704514196131
60e9f29fe1f58945339696d0,68,3,18,0.5904639128585013
60e9f29fe1f58945339696d0,69,3,19,0.5961506814452241
60e9f29fe1f58945339696d0,70,3,20,0.5941631037666887
60e9f29fe1f58945339696d0,71,3,21,0.6057112868393406
60e9f29fe1f58945339696d0,72,3,22,0.6331126366761016
60e9f29fe1f58945339696d0,73,3,23,0.6222151559388626
60e9f29fe1f58945339696d0,74,3,24,0.5903468290668462
60e9f29fe1f58945339696d0,75,3,25,0.5981207270170887
60e9f29fe1f58945339696d0,76,4,1,0.5835183865309395
60e9f29fe1f58945339696d0,77,4,2,0.5482318967181924
60e9f29fe1f58945339696d0,78,4,3,0.5222279144588172
60e9f29fe1f58945339696d0,79,4,4,0.506944400590174
60e9f29fe1f58945339696d0,80,4,5,0.512909071938765
60e9f29fe1f58945339696d0,81,4,6,0.504520356822805
60e9f29fe1f58945339696d0,82,4,7,0.5344835426094864
60e9f29fe1f58945339696d0,83,4,8,0.4897101294439785
60e9f29fe1f58945339696d0,84,4,9,0.4970429325153498
60e9f29fe1f58945339696d0,85,4,10,0.5421815325204247
60e9f29fe1f58945339696d0,86,4,11,0.5568913195273546
60e9f29fe1f58945339696d0,87,4,12,0.5624364821031895
60e9f29fe1f58945339696d0,88,4,13,0.5753042394205693
60e9f29fe1f58945339696d0,89,4,14,0.6272727364957634
60e9f29fe1f58945339696d0,90,4,15,0.6177659903270459
60e9f29fe1f58945339696d0,91,4,16,0.5957946065602553
60e9f29fe1f58945339696d0,92,4,17,0.6206217841460967
60e9f29fe1f58945339696d0,93,4,18,0.6561114074103528
60e9f29fe1f58945339696d0,94,4,19,0.6565649731335742
60e9f29fe1f58945339696d0,95,4,20,0.6529739060667772
60e9f29fe1f58945339696d0,96,4,21,0.6471128962766458
60e9f29fe1f58945339696d0,97,4,22,0.6602239423151963
60e9f29fe1f58945339696d0,98,4,23,0.6850402602508274
60e9f29fe1f58945339696d0,99,4,24,0.6958744077361814
60e9f29fe1f58945339696d0,100,4,25,0.7115153921165033
60e9f29fe1f58945339696d0,101,5,1,0.7037289652245204
60e9f29fe1f58945339696d0,102,5,2,0.7154128929922537
60e9f29fe1f58945339696d0,103,5,3,0.7164073045135875
60e9f29fe1f58945339696d0,104,5,4,0.7127314699670774
60e9f29fe1f58945339696d0,105,5,5,0.710930721041208
60e9f29fe1f58945339696d0,106,5,6,0.689666381795576
60e9f29fe1f58945339696d0,107,5,7,0.69567904994295
60e9f29fe1f58945339696d0,108,5,8,0.6731044141237392
60e9f29fe1f58945339696d0,109,5,9,0.688319572075429
60e9f29fe1f58945339696d0,110,5,10,0.6893653197739938
60e9f29fe1f58945339696d0,111,5,11,0.6871709925578205
60e9f29fe1f58945339696d0,112,5,12,0.6917151099280386
60e9f29fe1f58945339696d0,113,5,13,0.6597885944123674
60e9f29fe1f58945339696d0,114,5,14,0.660547168080522
60e9f29fe1f58945339696d0,115,5,15,0.692121973177714
60e9f29fe1f58945339696d0,116,5,16,0.7052346189684247
60e9f29fe1f58945339696d0,117,5,17,0.6710428594981641
60e9f29fe1f58945339696d0,118,5,18,0.6861618057556852
60e9f29fe1f58945339696d0,119,5,19,0.6922607425371898
60e9f29fe1f58945339696d0,120,5,20,0.712990288808534
60e9f29fe1f58945339696d0,121,5,21,0.7152404642504181
60e9f29fe1f58945339696d0,122,5,22,0.7232694320409173
60e9f29fe1f58945339696d0,123,5,23,0.726995280431072
60e9f29fe1f58945339696d0,124,5,24,0.7466287141722571
60e9f29fe1f58945339696d0,125,5,25,0.7518904879915291
60e9f29fe1f58945339696d0,126,6,1,0.7539186469351747
60e9f29fe1f58945339696d0,127,6,2,0.726024709833216
60e9f29fe1f58945339696d0,128,6,3,0.7337216539264307
60e9f29fe1f58945339696d0,129,6,4,0.7358490792368759
60e9f29fe1f58945339696d0,130,6,5,0.738705172162074
60e9f29fe1f58945339696d0,131,6,6,0.733772262206064
60e9f29fe1f58945339696d0,132,6,7,0.727637903987919
60e9f29fe1f58945339696d0,133,6,8,0.7189680720548244
60e9f29fe1f58945339696d0,134,6,9,0.7090253375564257
60e9f29fe1f58945339696d0,135,6,10,0.6981963150680178
60e9f29fe1f58945339696d0,136,6,11,0.6898086366875298
60e9f29fe1f58945339696d0,137,6,12,0.6804526738761794
