"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","win_chance","device_type","blur_count","fullscreen_exit_count","failed_attention_checks","success","timeout","failed_images","failed_audio","failed_video","phase","rt","stimulus","response","question_order","view_history","trial_name","value","task","block_number","trial_number","choice_key","choice_location","choice_color","choice_key_oneback","choice_location_oneback","choice_color_oneback","unavailable_key","unavailable_location","unavailable_color","unavailable_key_oneback","unavailable_location_oneback","unavailable_color_oneback","reward_oneback","reward","total_score","total_score_oneback","coin_earned","coin_earned_oneback","is_choice_valid","is_timeout_reached"
"pavlovia","0","1269","0.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2382","0.0-2.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","2","9632","0.0-3.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","captcha","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","3","16178","0.0-4.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","true","","","","","setup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","19680","0.0-5.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","screening","3500","
            <div style=""max-width: 600px; text-align: left; font-family: sans-serif; font-size: 1.1rem;"">
                <b>Before we start, we need to ask you some personal questions.</b><br><br>
                Please note that all data is anonymized.
                You will be paid for your time regardless of your answers.
            </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","5","33414","0.0-5.0-1.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","screening","13731","","{""psychiatric"":""No"",""schizophrenia"":""No"",""addiction"":""No"",""asd"":""No"",""adhd"":""No"",""dementia"":""No"",""head_injury"":""No""}","[0,1,2,3,4,5,6]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","6","37270","0.0-6.0-0.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","color_blindness","3854","<p>Before we begin, we need to check your color vision.<br>Please select the digit you see in the picture.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","41280","0.0-6.0-0.0-1.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","color_blindness","3998","","{""color_blind1"":""3""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","8","44211","0.0-6.0-0.0-2.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","color_blindness","2930","","{""color_blind2"":""5""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-html-form","9","49136","0.0-7.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","demographics","4922","","{""age"":""24"",""sex"":""female""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"instructions","10","141897","0.0-8.0-0.0-0.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","92760","","","","[{""page_index"":0,""viewing_time"":14061},{""page_index"":1,""viewing_time"":9738},{""page_index"":2,""viewing_time"":8587},{""page_index"":3,""viewing_time"":13212},{""page_index"":4,""viewing_time"":9937},{""page_index"":5,""viewing_time"":10897},{""page_index"":6,""viewing_time"":8077},{""page_index"":7,""viewing_time"":7528},{""page_index"":8,""viewing_time"":6756},{""page_index"":9,""viewing_time"":3966}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","159153","0.0-8.0-0.0-1.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","17256","<div style=""max-width:640px; margin:0 auto; text-align:left;
                               font-family:sans-serif; color:white; padding:10px;"">
            <h3 style=""color:#3498db; text-align:center;"">Quick Reminder</h3>
            <ul style=""line-height:2.1; font-size:1.05em;"">
                <li>There are <strong>3 luck machines</strong>:
                    <span style=""color:#5599ff""><strong>Blue</strong></span> (&uarr; Up),
                    <span style=""color:#55cc55""><strong>Green</strong></span> (&larr; Left),
                    <span style=""color:#ff5555""><strong>Red</strong></span> (&rarr; Right)</li>
                <li>Each turn, <strong>2 machines are READY</strong> and 1 is
                    <strong>unavailable</strong> (shown as a colored outline)</li>
                <li>Press the corresponding arrow key to activate a READY machine</li>
                <li>Activating an <strong>unavailable</strong> machine: lose your turn + time penalty</li>
                <li>Activating a READY machine: <strong class=""win-text"">50% win +&pound;0.05</strong>
                    / <strong class=""lose-text"">50% lose &minus;&pound;0.05</strong></li>
                <li><strong>Time limit:</strong> 6 seconds per turn &mdash; don&rsquo;t miss your chance!</li>
                <li><strong>Goal:</strong> Quickly activate READY machines, avoid unavailable ones</li>
            </ul>
        </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","12","190614","0.0-8.0-0.0-2.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","31448","","{""q_total_machines"":""3"",""q_ready_machines"":""2"",""q_blue_key"":""↑ Up arrow key"",""q_red_key"":""→ Right arrow key"",""q_outcome"":""The red machine is unavailable. I will lose my turn and chance to win coins, and get a time penalty."",""q_ready_outcome"":""I will either win a coin (+0.05£) or lose a coin (−0.05£)."",""q_goal"":""My goal is to quickly activate available luck machines, avoiding unavailable machines. If I am lucky, I will get rewarded."",""q_win_rates"":""Red: 50% win rate — Blue: 50% win rate — Green: 50% win rate""}","[0,1,2,3,4,5,6,7]","","luck_game_quiz","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","13","194625","0.0-8.0-1.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","4009","
            <div style=""max-width: 600px; margin: 0 auto; text-align: center; font-family: sans-serif;"">
                <h2 style=""color: #3498db;"">Good job, you learned the instructions!</h2>
                <p>We will now move to a short <strong>training phase</strong> to get you familiar with the game.</p>
                <p>Your score will <strong>not</strong> be counted during training.</p>
                <br>
                <p><strong>Press Space to start training.</strong></p>
            </div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","14","194626","0.0-8.0-2.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","15","195282","0.0-8.0-3.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","656","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","arrowright","","","","","gambling_choice","training","1","arrowright","bottom-right","red","null","null","null","arrowleft","bottom-left","green","null","null","null","null","1","0","0","0.05","null","true","false"
"html-keyboard-response","16","195384","0.0-8.0-4.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","195887","0.0-8.0-5.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","18","196891","0.0-8.0-6.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">WIN</div>
                    <img src=""images/coin_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">+0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","19","197411","0.0-8.0-9.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","519","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","arrowup","","","","","gambling_choice","training","2","arrowup","top-center","blue","arrowright","bottom-right","red","arrowleft","bottom-left","green","arrowleft","bottom-left","green","1","1","0","0","0.05","0.05","true","false"
"html-keyboard-response","20","197512","0.0-8.0-10.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","21","198019","0.0-8.0-11.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","22","199022","0.0-8.0-12.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">WIN</div>
                    <img src=""images/coin_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">+0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","23","199615","0.0-8.0-15.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","593","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","arrowup","","","","","gambling_choice","training","3","arrowup","top-center","blue","arrowup","top-center","blue","arrowright","bottom-right","red","arrowleft","bottom-left","green","1","1","0","0","0.05","0.05","true","false"
"html-keyboard-response","24","199721","0.0-8.0-16.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","25","200229","0.0-8.0-17.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","201234","0.0-8.0-18.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">WIN</div>
                    <img src=""images/coin_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">+0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","27","201605","0.0-8.0-21.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","371","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","arrowleft","","","","","gambling_choice","training","4","arrowleft","bottom-left","green","arrowup","top-center","blue","arrowright","bottom-right","red","arrowright","bottom-right","red","1","0","0","0","-0.05","0.05","true","false"
"html-keyboard-response","28","201710","0.0-8.0-22.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","29","202218","0.0-8.0-23.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","30","203227","0.0-8.0-24.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">LOSE</div>
                    <img src=""images/coin_no_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">-0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"call-function","31","203228","0.0-8.0-27.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","32","205658","0.0-8.0-28.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","2430","
            <div style=""max-width: 600px; margin: 0 auto; text-align: center; font-family: sans-serif;"">
                <h2 style=""color: #3498db;"">Training Complete</h2>
                <p>You will now start the real game.</p>
                <br>
                <p><strong>Press Space to begin.</strong></p>
            </div>"," ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","33","206414","0.0-8.0-29.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","755","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue-outline""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red""></div></div></div></div>","arrowleft","","","","","gambling_choice","1","1","arrowleft","bottom-left","green","arrowleft","bottom-left","green","arrowup","top-center","blue","arrowright","bottom-right","red","0","1","0.05","0","0.05","-0.05","true","false"
"html-keyboard-response","34","206520","0.0-8.0-30.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue-outline""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","207027","0.0-8.0-31.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","36","208035","0.0-8.0-32.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">WIN</div>
                    <img src=""images/coin_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">+0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","37","208558","0.0-8.0-35.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","521","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","arrowup","","","","","gambling_choice","1","2","arrowup","top-center","blue","arrowleft","bottom-left","green","arrowleft","bottom-left","green","arrowup","top-center","blue","1","1","0.1","0.05","0.05","0.05","true","false"
"html-keyboard-response","38","208665","0.0-8.0-36.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green-outline""></div><div class=""machine bottom-right red""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","39","209181","0.0-8.0-37.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","40","210184","0.0-8.0-38.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.10</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">WIN</div>
                    <img src=""images/coin_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""win-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">+0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","41","210672","0.0-8.0-41.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","487","<div id=""score-counter"">TOTAL SCORE: &pound;0.10</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","arrowup","","","","","gambling_choice","1","3","arrowup","top-center","blue","arrowup","top-center","blue","arrowright","bottom-right","red","arrowleft","bottom-left","green","1","0","0.05","0.1","-0.05","0.05","true","false"
"html-keyboard-response","42","210776","0.0-8.0-42.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.10</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","43","211278","0.0-8.0-43.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.10</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","44","212284","0.0-8.0-44.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">LOSE</div>
                    <img src=""images/coin_no_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">-0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","45","212832","0.0-8.0-47.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","547","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue-outline""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red""></div></div></div></div>","arrowleft","","","","","gambling_choice","1","4","arrowleft","bottom-left","green","arrowup","top-center","blue","arrowup","top-center","blue","arrowright","bottom-right","red","0","0","0","0.05","-0.05","-0.05","true","false"
"html-keyboard-response","46","212935","0.0-8.0-48.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue-outline""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","47","213436","0.0-8.0-49.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.05</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","48","214446","0.0-8.0-50.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div>
                <div style=""position: absolute; z-index: 10; display: flex; flex-direction: column; align-items: center; justify-content: center;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-bottom: 20px; text-shadow: 2px 2px 4px #000;"">LOSE</div>
                    <img src=""images/coin_no_reward.png"" class=""reward-img"" style=""background-color: black; border-radius: 50%;"">
                    <div class=""lose-text"" style=""font-size: 48px; font-weight: bold; margin-top: 20px; text-shadow: 2px 2px 4px #000;"">-0.05&pound;</div>
                </div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","49","214976","0.0-8.0-53.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","530","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","arrowleft","","","","","gambling_choice","1","5","arrowleft","bottom-left","green","arrowleft","bottom-left","green","arrowright","bottom-right","red","arrowup","top-center","blue","0","1","0.05","0","0.05","-0.05","true","false"
"html-keyboard-response","50","215078","0.0-8.0-54.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div><div class=""triangle-grid""><div class=""machine top-center blue""></div><div class=""machine bottom-left green""></div><div class=""machine bottom-right red-outline""></div></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","51","215580","0.0-8.0-55.0-0.0","69dfca6fe751b64c73aeac08","69e3dbe1909b093a52706ce7","0.5","desktop","0","0","0","","","","","","luck_game","null","<div id=""score-counter"">TOTAL SCORE: &pound;0.00</div><div class=""experiment-container""><div class=""center-zone""><div class=""cross""></div></div></div>","null","","","","","","","","","","","","","","","","","","","","","","","","","","",""
