participant,param,median,lo90,hi90
677009b08130c3028f6a8a6d,beta_rl_qde,1.596429913808215,1.0906390942426356,2.1362029452954174
678cc86b7a22ead21c11ea4d,beta_rl_qde,1.9063197736724955,0.6629072956307906,4.304204406045416
6790e119760887e0183e64f5,beta_rl_qde,1.3469938174522351,0.8805228591254296,2.2475024766458196
67acd3c9faab3a14dfe87135,beta_rl_qde,0.9633752293612602,0.31984409180002493,3.102631017175231
67d588ee7c65706eaccfb45a,beta_rl_qde,1.1672832803390865,0.7709860058179387,1.6589271861036865
67d9815c22d7594f00bd8280,beta_rl_qde,1.5734718799301202,1.160267075539197,2.0063583425527924
67dae998d8f2cfb8a8e3bf03,beta_rl_qde,2.9780828062358644,1.768869944662654,4.348132258672648
67f6a640d2046b13fcf33328,beta_rl_qde,0.9337155348033148,0.4136075040234772,2.452132417904328
68598a1d4cebd213b2abb1d9,beta_rl_qde,3.9760751080916417,0.7801908079012112,5.991091651146283
697ccad66fdf3bbcccb90fe4,beta_rl_qde,1.3541071543743524,0.3359734250966847,4.057646656145356
6982544679288685d8a0199f,beta_rl_qde,2.2744292338773495,1.1438630177940599,3.998284142942942
6982fc304b8a81e87d40e5bd,beta_rl_qde,1.1811373415121604,0.7441449767079298,1.6935551671286813
69a1a0ea10a7df83e3887c25,beta_rl_qde,3.2552515777277873,2.013653251518795,4.767178752835462
69a7048762f2aacbfb3c2f02,beta_rl_qde,1.297959975455977,0.8436534932211905,2.0199632773772564
69b7e04340b00585acbb91ac,beta_rl_qde,1.356544107556732,0.3940853232936336,3.8354613742298023
69bafd2bf7b48bfde494d532,beta_rl_qde,0.791272975772297,0.4285030190015166,1.3710268682407378
69d04f34ccb85dbac4c3628c,beta_rl_qde,1.3495355581690232,0.4211751689268579,3.6352161669566887
69de2b262f16bdb2c0122847,beta_rl_qde,0.9105451315087073,0.5565998663259518,2.880629034917991
69ef99a65d19811a9ddad38b,beta_rl_qde,1.7495593562521394,0.4817324772340074,4.506029817635232
69fdce52c07d954848678eaf,beta_rl_qde,1.3633438200311199,0.38260262045633203,3.5450214010559775
6a0092581cd317f1ff1765a2,beta_rl_qde,1.6220326950770316,1.1357303441163387,2.2701654078764832
6a01c4c8248651c0157c76c5,beta_rl_qde,1.0394148909132785,0.5698757930049195,1.9204707587074177
6a087d170d5521dd2055e045,beta_rl_qde,1.3158085291455561,0.2908795190790042,3.695613855764986
6a09ed98e46b23c32ad77c35,beta_rl_qde,2.886928641607712,2.227269080800456,3.6243492798507964
6a0ac6bc5fb56e6d7f8e6569,beta_rl_qde,0.8791077200371291,0.34600793724173,3.244418729640474
5c41f9ce4fe4f800016dfaac,beta_per_qde,0.5777527161605307,-0.18516011329382231,2.754411100706944
60e46e6f6bc0c2cdf5d077ce,beta_per_qde,-3.8900144151161262,-5.37477681182348,-2.63245827473794
60e6b55696dade249aa3249b,beta_per_qde,1.7283463948299298,1.304617887217667,2.254262339554309
60e9f29fe1f58945339696d0,beta_per_qde,0.430680751605343,-0.5113990258503306,2.43699738983106
651d64e4756ee3358eeb981f,beta_per_qde,1.454189184118221,0.4468803455005489,3.4529715426206065
65feaaac53eb219f09ad5ea0,beta_per_qde,-5.243689009036623,-6.571561660837574,-4.07042637544609
6661b6019ab530fb44632cc2,beta_per_qde,-0.40799561485792196,-1.5323452244007567,2.4240386333053685
66912a96b8dba143ceba8276,beta_per_qde,3.299354564321689,0.21232972723745017,6.244614652060003
66ab330c867b56b7333c7f26,beta_per_qde,2.306205764802066,1.5221764908216868,3.1222897310163913
66ab9137e5573312997df691,beta_per_qde,-2.897500960451794,-4.129868514883936,-1.815590417626523
677009b08130c3028f6a8a6d,beta_per_qde,0.6238929660893948,0.227981425509749,0.9851334956532241
678cc86b7a22ead21c11ea4d,beta_per_qde,-0.9933014133653204,-1.7725599338146911,-0.4698348259662777
6790e119760887e0183e64f5,beta_per_qde,-1.7341300749702024,-2.808151656355487,-0.9454958251292921
67acd3c9faab3a14dfe87135,beta_per_qde,-2.895774567393265,-4.144339536187818,-1.912432351652671
67d588ee7c65706eaccfb45a,beta_per_qde,0.5523626290250565,0.08203975705214653,1.9023276411435763
67d9815c22d7594f00bd8280,beta_per_qde,-4.229737661518206,-6.093208574588921,-2.7512197897142916
67dae998d8f2cfb8a8e3bf03,beta_per_qde,-0.3135908279031911,-0.9231410808438681,1.360488281430312
67f6a640d2046b13fcf33328,beta_per_qde,-2.3146441668248734,-3.348158510837502,-1.4444167931786593
68598a1d4cebd213b2abb1d9,beta_per_qde,-0.8672986684509991,-1.4003140131943124,6.275554489449849
697ccad66fdf3bbcccb90fe4,beta_per_qde,0.5112656175418469,-0.36367166756739805,2.065691068505311
6982544679288685d8a0199f,beta_per_qde,-0.5497583076836376,-3.6346620897249355,0.5356751621363954
6982fc304b8a81e87d40e5bd,beta_per_qde,0.3033941304899831,-3.494709474388734,0.7567885772992994
69a1a0ea10a7df83e3887c25,beta_per_qde,-2.195061150744158,-3.1049932364117203,-1.4474606236893706
69a7048762f2aacbfb3c2f02,beta_per_qde,-0.5187790929438323,-1.0367177020259108,2.0059794980681267
69b7e04340b00585acbb91ac,beta_per_qde,1.1833128457117543,0.9009295075797248,1.4972226620607412
69bafd2bf7b48bfde494d532,beta_per_qde,-3.125482431608849,-4.137601748422323,-2.241754431887733
69d04f34ccb85dbac4c3628c,beta_per_qde,-1.540481718870916,-4.750725418038011,0.2702750748539476
69de2b262f16bdb2c0122847,beta_per_qde,2.6652788650289105,1.1546434960535166,4.772782435022773
69ef99a65d19811a9ddad38b,beta_per_qde,-1.234385057830727,-2.269179394502829,-0.5003129481140192
69fdce52c07d954848678eaf,beta_per_qde,-2.0919151072409243,-4.03396534758827,-0.7537106396965026
6a0092581cd317f1ff1765a2,beta_per_qde,-0.9467757371016228,-1.6450426441852786,-0.4636920466649167
6a01c4c8248651c0157c76c5,beta_per_qde,0.45054198037934623,-0.9504136124337529,0.9668966156467607
6a087d170d5521dd2055e045,beta_per_qde,-1.5422815594942818,-2.456485476012003,-0.8427230022408113
6a09ed98e46b23c32ad77c35,beta_per_qde,-0.8859376444298253,-1.728968040446306,-0.09346927008061719
6a0ac6bc5fb56e6d7f8e6569,beta_per_qde,2.6967594092694593,2.1850559975920327,3.29877486060345
